signal_available_date,m2_stat_period_end,available_date,m2_yoy_pct,conservative_available_date,gdp_stat_period_end,nominal_gdp_cum_yoy_pct,date,m2_minus_nominal_gdp_pct_point,signal_score,signal_text,effective_date
2017-06-20,2017-05-31,2017-06-20,9.1289,2017-04-30,2017-03-31,11.789341196474146,2017-06-20,-2.660441196474146,-1.0,看空：M2增速低于名义GDP增速,2017-06-21
2017-07-20,2017-06-30,2017-07-20,9.1013,2017-04-30,2017-03-31,11.789341196474146,2017-07-20,-2.6880411964741455,-1.0,看空：M2增速低于名义GDP增速,2017-07-21
2017-07-31,2017-06-30,2017-07-20,9.1013,2017-07-31,2017-06-30,11.462275918600096,2017-07-31,-2.3609759186000954,-1.0,看空：M2增速低于名义GDP增速,2017-08-01
2017-08-20,2017-07-31,2017-08-20,8.89,2017-07-31,2017-06-30,11.462275918600096,2017-08-20,-2.572275918600095,-1.0,看空：M2增速低于名义GDP增速,2017-08-21
2017-09-20,2017-08-31,2017-09-20,8.5633,2017-07-31,2017-06-30,11.462275918600096,2017-09-20,-2.8989759186000956,-1.0,看空：M2增速低于名义GDP增速,2017-09-21
2017-10-20,2017-09-30,2017-10-20,8.976,2017-07-31,2017-06-30,11.462275918600096,2017-10-20,-2.4862759186000947,-1.0,看空：M2增速低于名义GDP增速,2017-10-23
2017-10-31,2017-09-30,2017-10-20,8.976,2017-10-31,2017-09-30,11.386186796281583,2017-10-31,-2.4101867962815824,-1.0,看空：M2增速低于名义GDP增速,2017-11-01
2017-11-20,2017-10-31,2017-11-20,8.8771,2017-10-31,2017-09-30,11.386186796281583,2017-11-20,-2.509086796281583,-1.0,看空：M2增速低于名义GDP增速,2017-11-21
2017-12-20,2017-11-30,2017-12-20,9.1148,2017-10-31,2017-09-30,11.386186796281583,2017-12-20,-2.2713867962815826,-1.0,看空：M2增速低于名义GDP增速,2017-12-21
2018-01-20,2017-12-31,2018-01-20,8.0654,2017-10-31,2017-09-30,11.386186796281583,2018-01-20,-3.320786796281583,-1.0,看空：M2增速低于名义GDP增速,2018-01-22
2018-01-31,2017-12-31,2018-01-20,8.0654,2018-01-31,2017-12-31,11.323002182101003,2018-01-31,-3.257602182101003,-1.0,看空：M2增速低于名义GDP增速,2018-02-01
2018-02-20,2018-01-31,2018-02-20,8.6,2018-01-31,2017-12-31,11.323002182101003,2018-02-20,-2.7230021821010038,-1.0,看空：M2增速低于名义GDP增速,2018-02-22
2018-03-20,2018-02-28,2018-03-20,8.8,2018-01-31,2017-12-31,11.323002182101003,2018-03-20,-2.5230021821010027,-1.0,看空：M2增速低于名义GDP增速,2018-03-21
2018-04-20,2018-03-31,2018-04-20,8.2,2018-01-31,2017-12-31,11.323002182101003,2018-04-20,-3.123002182101004,-1.0,看空：M2增速低于名义GDP增速,2018-04-23
2018-04-30,2018-03-31,2018-04-20,8.2,2018-04-30,2018-03-31,11.043565651811573,2018-04-30,-2.8435656518115735,-1.0,看空：M2增速低于名义GDP增速,2018-05-02
2018-05-20,2018-04-30,2018-05-20,8.3,2018-04-30,2018-03-31,11.043565651811573,2018-05-20,-2.743565651811572,-1.0,看空：M2增速低于名义GDP增速,2018-05-21
2018-06-20,2018-05-31,2018-06-20,8.3,2018-04-30,2018-03-31,11.043565651811573,2018-06-20,-2.743565651811572,-1.0,看空：M2增速低于名义GDP增速,2018-06-21
2018-07-20,2018-06-30,2018-07-20,8.0,2018-04-30,2018-03-31,11.043565651811573,2018-07-20,-3.043565651811573,-1.0,看空：M2增速低于名义GDP增速,2018-07-23
2018-07-31,2018-06-30,2018-07-20,8.0,2018-07-31,2018-06-30,10.957614979280716,2018-07-31,-2.9576149792807165,-1.0,看空：M2增速低于名义GDP增速,2018-08-01
2018-08-20,2018-07-31,2018-08-20,8.5,2018-07-31,2018-06-30,10.957614979280716,2018-08-20,-2.4576149792807165,-1.0,看空：M2增速低于名义GDP增速,2018-08-21
2018-09-20,2018-08-31,2018-09-20,8.2,2018-07-31,2018-06-30,10.957614979280716,2018-09-20,-2.757614979280717,-1.0,看空：M2增速低于名义GDP增速,2018-09-21
2018-10-20,2018-09-30,2018-10-20,8.3,2018-07-31,2018-06-30,10.957614979280716,2018-10-20,-2.6576149792807158,-1.0,看空：M2增速低于名义GDP增速,2018-10-22
2018-10-31,2018-09-30,2018-10-20,8.3,2018-10-31,2018-09-30,10.676271480131572,2018-10-31,-2.376271480131571,-1.0,看空：M2增速低于名义GDP增速,2018-11-01
2018-11-20,2018-10-31,2018-11-20,8.0,2018-10-31,2018-09-30,10.676271480131572,2018-11-20,-2.6762714801315717,-1.0,看空：M2增速低于名义GDP增速,2018-11-21
2018-12-20,2018-11-30,2018-12-20,8.0,2018-10-31,2018-09-30,10.676271480131572,2018-12-20,-2.6762714801315717,-1.0,看空：M2增速低于名义GDP增速,2018-12-21
2019-01-20,2018-12-31,2019-01-20,8.1,2018-10-31,2018-09-30,10.676271480131572,2019-01-20,-2.576271480131572,-1.0,看空：M2增速低于名义GDP增速,2019-01-21
2019-01-31,2018-12-31,2019-01-20,8.1,2019-01-31,2018-12-31,10.458931847692464,2019-01-31,-2.358931847692464,-1.0,看空：M2增速低于名义GDP增速,2019-02-01
2019-02-20,2019-01-31,2019-02-20,8.4,2019-01-31,2018-12-31,10.458931847692464,2019-02-20,-2.058931847692463,-1.0,看空：M2增速低于名义GDP增速,2019-02-21
2019-03-20,2019-02-28,2019-03-20,8.0,2019-01-31,2018-12-31,10.458931847692464,2019-03-20,-2.4589318476924635,-1.0,看空：M2增速低于名义GDP增速,2019-03-21
2019-04-20,2019-03-31,2019-04-20,8.6,2019-01-31,2018-12-31,10.458931847692464,2019-04-20,-1.858931847692464,-1.0,看空：M2增速低于名义GDP增速,2019-04-22
2019-04-30,2019-03-31,2019-04-20,8.6,2019-04-30,2019-03-31,7.640205642881903,2019-04-30,0.9597943571180965,1.0,看多：M2增速高于名义GDP增速,2019-05-06
2019-05-20,2019-04-30,2019-05-20,8.5,2019-04-30,2019-03-31,7.640205642881903,2019-05-20,0.8597943571180968,1.0,看多：M2增速高于名义GDP增速,2019-05-21
2019-06-20,2019-05-31,2019-06-20,8.5,2019-04-30,2019-03-31,7.640205642881903,2019-06-20,0.8597943571180968,1.0,看多：M2增速高于名义GDP增速,2019-06-21
2019-07-20,2019-06-30,2019-07-20,8.5,2019-04-30,2019-03-31,7.640205642881903,2019-07-20,0.8597943571180968,1.0,看多：M2增速高于名义GDP增速,2019-07-22
2019-07-31,2019-06-30,2019-07-20,8.5,2019-07-31,2019-06-30,7.808169945112442,2019-07-31,0.691830054887558,1.0,看多：M2增速高于名义GDP增速,2019-08-01
2019-08-20,2019-07-31,2019-08-20,8.1,2019-07-31,2019-06-30,7.808169945112442,2019-08-20,0.29183005488755764,1.0,看多：M2增速高于名义GDP增速,2019-08-21
2019-09-20,2019-08-31,2019-09-20,8.2,2019-07-31,2019-06-30,7.808169945112442,2019-09-20,0.3918300548875573,1.0,看多：M2增速高于名义GDP增速,2019-09-23
2019-10-20,2019-09-30,2019-10-20,8.4,2019-07-31,2019-06-30,7.808169945112442,2019-10-20,0.5918300548875584,1.0,看多：M2增速高于名义GDP增速,2019-10-21
2019-10-31,2019-09-30,2019-10-20,8.4,2019-10-31,2019-09-30,7.597150947590192,2019-10-31,0.8028490524098082,1.0,看多：M2增速高于名义GDP增速,2019-11-01
2019-11-20,2019-10-31,2019-11-20,8.4,2019-10-31,2019-09-30,7.597150947590192,2019-11-20,0.8028490524098082,1.0,看多：M2增速高于名义GDP增速,2019-11-21
2019-12-20,2019-11-30,2019-12-20,8.2,2019-10-31,2019-09-30,7.597150947590192,2019-12-20,0.6028490524098071,1.0,看多：M2增速高于名义GDP增速,2019-12-23
2020-01-20,2019-12-31,2020-01-20,8.7,2019-10-31,2019-09-30,7.597150947590192,2020-01-20,1.1028490524098071,1.0,看多：M2增速高于名义GDP增速,2020-01-21
2020-01-31,2019-12-31,2020-01-20,8.7,2020-01-31,2019-12-31,7.463840400867472,2020-01-31,1.2361595991325274,1.0,看多：M2增速高于名义GDP增速,2020-02-03
2020-02-20,2020-01-31,2020-02-20,8.4,2020-01-31,2019-12-31,7.463840400867472,2020-02-20,0.9361595991325284,1.0,看多：M2增速高于名义GDP增速,2020-02-21
2020-03-20,2020-02-29,2020-03-20,8.8,2020-01-31,2019-12-31,7.463840400867472,2020-03-20,1.3361595991325288,1.0,看多：M2增速高于名义GDP增速,2020-03-23
2020-04-20,2020-03-31,2020-04-20,10.1,2020-01-31,2019-12-31,7.463840400867472,2020-04-20,2.6361595991325277,1.0,看多：M2增速高于名义GDP增速,2020-04-21
2020-04-30,2020-03-31,2020-04-20,10.1,2020-04-30,2020-03-31,-5.320655901747495,2020-04-30,15.420655901747494,1.0,看多：M2增速高于名义GDP增速,2020-05-06
2020-05-20,2020-04-30,2020-05-20,11.1,2020-04-30,2020-03-31,-5.320655901747495,2020-05-20,16.420655901747494,1.0,看多：M2增速高于名义GDP增速,2020-05-21
2020-06-20,2020-05-31,2020-06-20,11.1,2020-04-30,2020-03-31,-5.320655901747495,2020-06-20,16.420655901747494,1.0,看多：M2增速高于名义GDP增速,2020-06-22
2020-07-20,2020-06-30,2020-07-20,11.1,2020-04-30,2020-03-31,-5.320655901747495,2020-07-20,16.420655901747494,1.0,看多：M2增速高于名义GDP增速,2020-07-21
2020-07-31,2020-06-30,2020-07-20,11.1,2020-07-31,2020-06-30,-0.9679720507612788,2020-07-31,12.067972050761279,1.0,看多：M2增速高于名义GDP增速,2020-08-03
2020-08-20,2020-07-31,2020-08-20,10.7,2020-07-31,2020-06-30,-0.9679720507612788,2020-08-20,11.667972050761279,1.0,看多：M2增速高于名义GDP增速,2020-08-21
2020-09-20,2020-08-31,2020-09-20,10.4,2020-07-31,2020-06-30,-0.9679720507612788,2020-09-20,11.36797205076128,1.0,看多：M2增速高于名义GDP增速,2020-09-21
2020-10-20,2020-09-30,2020-10-20,10.9,2020-07-31,2020-06-30,-0.9679720507612788,2020-10-20,11.86797205076128,1.0,看多：M2增速高于名义GDP增速,2020-10-21
2020-10-31,2020-09-30,2020-10-20,10.9,2020-10-31,2020-09-30,1.2934607024462697,2020-10-31,9.60653929755373,1.0,看多：M2增速高于名义GDP增速,2020-11-02
2020-11-20,2020-10-31,2020-11-20,10.5,2020-10-31,2020-09-30,1.2934607024462697,2020-11-20,9.20653929755373,1.0,看多：M2增速高于名义GDP增速,2020-11-23
2020-12-20,2020-11-30,2020-12-20,10.7,2020-10-31,2020-09-30,1.2934607024462697,2020-12-20,9.40653929755373,1.0,看多：M2增速高于名义GDP增速,2020-12-21
2021-01-20,2020-12-31,2021-01-20,10.1,2020-10-31,2020-09-30,1.2934607024462697,2021-01-20,8.80653929755373,1.0,看多：M2增速高于名义GDP增速,2021-01-21
2021-01-31,2020-12-31,2021-01-20,10.1,2021-01-31,2020-12-31,2.882592265181949,2021-01-31,7.2174077348180505,1.0,看多：M2增速高于名义GDP增速,2021-02-01
2021-02-20,2021-01-31,2021-02-20,9.4,2021-01-31,2020-12-31,2.882592265181949,2021-02-20,6.517407734818051,1.0,看多：M2增速高于名义GDP增速,2021-02-22
2021-03-20,2021-02-28,2021-03-20,10.1,2021-01-31,2020-12-31,2.882592265181949,2021-03-20,7.2174077348180505,1.0,看多：M2增速高于名义GDP增速,2021-03-22
2021-04-20,2021-03-31,2021-04-20,9.4,2021-01-31,2020-12-31,2.882592265181949,2021-04-20,6.517407734818051,1.0,看多：M2增速高于名义GDP增速,2021-04-21
2021-04-30,2021-03-31,2021-04-20,9.4,2021-04-30,2021-03-31,21.64537697374602,2021-04-30,-12.245376973746021,-1.0,看空：M2增速低于名义GDP增速,2021-05-06
2021-05-20,2021-04-30,2021-05-20,8.1,2021-04-30,2021-03-31,21.64537697374602,2021-05-20,-13.545376973746022,-1.0,看空：M2增速低于名义GDP增速,2021-05-21
2021-06-20,2021-05-31,2021-06-20,8.3,2021-04-30,2021-03-31,21.64537697374602,2021-06-20,-13.34537697374602,-1.0,看空：M2增速低于名义GDP增速,2021-06-21
2021-07-20,2021-06-30,2021-07-20,8.6,2021-04-30,2021-03-31,21.64537697374602,2021-07-20,-13.045376973746022,-1.0,看空：M2增速低于名义GDP增速,2021-07-21
2021-07-31,2021-06-30,2021-07-20,8.6,2021-07-31,2021-06-30,17.255378776738972,2021-07-31,-8.655378776738972,-1.0,看空：M2增速低于名义GDP增速,2021-08-02
2021-08-20,2021-07-31,2021-08-20,8.3,2021-07-31,2021-06-30,17.255378776738972,2021-08-20,-8.955378776738971,-1.0,看空：M2增速低于名义GDP增速,2021-08-23
2021-09-20,2021-08-31,2021-09-20,8.2,2021-07-31,2021-06-30,17.255378776738972,2021-09-20,-9.055378776738973,-1.0,看空：M2增速低于名义GDP增速,2021-09-22
2021-10-20,2021-09-30,2021-10-20,8.3,2021-07-31,2021-06-30,17.255378776738972,2021-10-20,-8.955378776738971,-1.0,看空：M2增速低于名义GDP增速,2021-10-21
2021-10-31,2021-09-30,2021-10-20,8.3,2021-10-31,2021-09-30,14.72853686758848,2021-10-31,-6.428536867588479,-1.0,看空：M2增速低于名义GDP增速,2021-11-01
2021-11-20,2021-10-31,2021-11-20,8.7,2021-10-31,2021-09-30,14.72853686758848,2021-11-20,-6.02853686758848,-1.0,看空：M2增速低于名义GDP增速,2021-11-22
2021-12-20,2021-11-30,2021-12-20,8.5,2021-10-31,2021-09-30,14.72853686758848,2021-12-20,-6.228536867588479,-1.0,看空：M2增速低于名义GDP增速,2021-12-21
2022-01-20,2021-12-31,2022-01-20,9.0,2021-10-31,2021-09-30,14.72853686758848,2022-01-20,-5.728536867588479,-1.0,看空：M2增速低于名义GDP增速,2022-01-21
2022-01-31,2021-12-31,2022-01-20,9.0,2022-01-31,2021-12-31,13.427360176316272,2022-01-31,-4.427360176316272,-1.0,看空：M2增速低于名义GDP增速,2022-02-07
2022-02-20,2022-01-31,2022-02-20,9.8,2022-01-31,2021-12-31,13.427360176316272,2022-02-20,-3.6273601763162713,-1.0,看空：M2增速低于名义GDP增速,2022-02-21
2022-03-20,2022-02-28,2022-03-20,9.2,2022-01-31,2021-12-31,13.427360176316272,2022-03-20,-4.227360176316273,-1.0,看空：M2增速低于名义GDP增速,2022-03-21
2022-04-20,2022-03-31,2022-04-20,9.7,2022-01-31,2021-12-31,13.427360176316272,2022-04-20,-3.7273601763162727,-1.0,看空：M2增速低于名义GDP增速,2022-04-21
2022-04-30,2022-03-31,2022-04-20,9.7,2022-04-30,2022-03-31,8.672867677271423,2022-04-30,1.0271323227285762,1.0,看多：M2增速高于名义GDP增速,2022-05-05
2022-05-20,2022-04-30,2022-05-20,10.5,2022-04-30,2022-03-31,8.672867677271423,2022-05-20,1.827132322728577,1.0,看多：M2增速高于名义GDP增速,2022-05-23
2022-06-20,2022-05-31,2022-06-20,11.1,2022-04-30,2022-03-31,8.672867677271423,2022-06-20,2.4271323227285766,1.0,看多：M2增速高于名义GDP增速,2022-06-21
2022-07-20,2022-06-30,2022-07-20,11.4,2022-04-30,2022-03-31,8.672867677271423,2022-07-20,2.7271323227285773,1.0,看多：M2增速高于名义GDP增速,2022-07-21
2022-07-31,2022-06-30,2022-07-20,11.4,2022-07-31,2022-06-30,6.12353471529612,2022-07-31,5.27646528470388,1.0,看多：M2增速高于名义GDP增速,2022-08-01
2022-08-20,2022-07-31,2022-08-20,12.0,2022-07-31,2022-06-30,6.12353471529612,2022-08-20,5.87646528470388,1.0,看多：M2增速高于名义GDP增速,2022-08-22
2022-09-20,2022-08-31,2022-09-20,12.2,2022-07-31,2022-06-30,6.12353471529612,2022-09-20,6.076465284703879,1.0,看多：M2增速高于名义GDP增速,2022-09-21
2022-10-20,2022-09-30,2022-10-20,12.1,2022-07-31,2022-06-30,6.12353471529612,2022-10-20,5.976465284703879,1.0,看多：M2增速高于名义GDP增速,2022-10-21
2022-10-31,2022-09-30,2022-10-20,12.1,2022-10-31,2022-09-30,6.027470754326836,2022-10-31,6.072529245673164,1.0,看多：M2增速高于名义GDP增速,2022-11-01
2022-11-20,2022-10-31,2022-11-20,11.8,2022-10-31,2022-09-30,6.027470754326836,2022-11-20,5.772529245673165,1.0,看多：M2增速高于名义GDP增速,2022-11-21
2022-12-20,2022-11-30,2022-12-20,12.4,2022-10-31,2022-09-30,6.027470754326836,2022-12-20,6.372529245673165,1.0,看多：M2增速高于名义GDP增速,2022-12-21
2023-01-20,2022-12-31,2023-01-20,11.8,2022-10-31,2022-09-30,6.027470754326836,2023-01-20,5.772529245673165,1.0,看多：M2增速高于名义GDP增速,2023-01-30
2023-01-31,2022-12-31,2023-01-20,11.8,2023-01-31,2022-12-31,5.129086753283918,2023-01-31,6.670913246716083,1.0,看多：M2增速高于名义GDP增速,2023-02-01
2023-02-20,2023-01-31,2023-02-20,12.6,2023-01-31,2022-12-31,5.129086753283918,2023-02-20,7.470913246716082,1.0,看多：M2增速高于名义GDP增速,2023-02-21
2023-03-20,2023-02-28,2023-03-20,12.9,2023-01-31,2022-12-31,5.129086753283918,2023-03-20,7.770913246716082,1.0,看多：M2增速高于名义GDP增速,2023-03-21
2023-04-20,2023-03-31,2023-04-20,12.7,2023-01-31,2022-12-31,5.129086753283918,2023-04-20,7.570913246716081,1.0,看多：M2增速高于名义GDP增速,2023-04-21
2023-04-30,2023-03-31,2023-04-20,12.7,2023-04-30,2023-03-31,5.48135876220075,2023-04-30,7.2186412377992495,1.0,看多：M2增速高于名义GDP增速,2023-05-04
2023-05-20,2023-04-30,2023-05-20,12.4,2023-04-30,2023-03-31,5.48135876220075,2023-05-20,6.9186412377992506,1.0,看多：M2增速高于名义GDP增速,2023-05-22
2023-06-20,2023-05-31,2023-06-20,11.6,2023-04-30,2023-03-31,5.48135876220075,2023-06-20,6.11864123779925,1.0,看多：M2增速高于名义GDP增速,2023-06-21
2023-07-20,2023-06-30,2023-07-20,11.3,2023-04-30,2023-03-31,5.48135876220075,2023-07-20,5.818641237799251,1.0,看多：M2增速高于名义GDP增速,2023-07-21
2023-07-31,2023-06-30,2023-07-20,11.3,2023-07-31,2023-06-30,5.608140245325544,2023-07-31,5.691859754674457,1.0,看多：M2增速高于名义GDP增速,2023-08-01
2023-08-20,2023-07-31,2023-08-20,10.7,2023-07-31,2023-06-30,5.608140245325544,2023-08-20,5.091859754674456,1.0,看多：M2增速高于名义GDP增速,2023-08-21
2023-09-20,2023-08-31,2023-09-20,10.6,2023-07-31,2023-06-30,5.608140245325544,2023-09-20,4.991859754674456,1.0,看多：M2增速高于名义GDP增速,2023-09-21
2023-10-20,2023-09-30,2023-10-20,10.3,2023-07-31,2023-06-30,5.608140245325544,2023-10-20,4.691859754674457,1.0,看多：M2增速高于名义GDP增速,2023-10-23
2023-10-31,2023-09-30,2023-10-20,10.3,2023-10-31,2023-09-30,5.086986801422477,2023-10-31,5.213013198577523,1.0,看多：M2增速高于名义GDP增速,2023-11-01
2023-11-20,2023-10-31,2023-11-20,10.3,2023-10-31,2023-09-30,5.086986801422477,2023-11-20,5.213013198577523,1.0,看多：M2增速高于名义GDP增速,2023-11-21
2023-12-20,2023-11-30,2023-12-20,10.0,2023-10-31,2023-09-30,5.086986801422477,2023-12-20,4.913013198577523,1.0,看多：M2增速高于名义GDP增速,2023-12-21
2024-01-20,2023-12-31,2024-01-20,9.7,2023-10-31,2023-09-30,5.086986801422477,2024-01-20,4.613013198577522,1.0,看多：M2增速高于名义GDP增速,2024-01-22
2024-01-31,2023-12-31,2024-01-20,9.7,2024-01-31,2023-12-31,4.881755653471465,2024-01-31,4.818244346528535,1.0,看多：M2增速高于名义GDP增速,2024-02-01
2024-02-20,2024-01-31,2024-02-20,8.7,2024-01-31,2023-12-31,4.881755653471465,2024-02-20,3.8182443465285347,1.0,看多：M2增速高于名义GDP增速,2024-02-21
2024-03-20,2024-02-29,2024-03-20,8.7,2024-01-31,2023-12-31,4.881755653471465,2024-03-20,3.8182443465285347,1.0,看多：M2增速高于名义GDP增速,2024-03-21
2024-04-20,2024-03-31,2024-04-20,8.3,2024-01-31,2023-12-31,4.881755653471465,2024-04-20,3.418244346528536,1.0,看多：M2增速高于名义GDP增速,2024-04-22
2024-04-30,2024-03-31,2024-04-20,8.3,2024-04-30,2024-03-31,4.238824388922491,2024-04-30,4.06117561107751,1.0,看多：M2增速高于名义GDP增速,2024-05-06
2024-05-20,2024-04-30,2024-05-20,7.2,2024-04-30,2024-03-31,4.238824388922491,2024-05-20,2.9611756110775094,1.0,看多：M2增速高于名义GDP增速,2024-05-21
2024-06-20,2024-05-31,2024-06-20,7.0,2024-04-30,2024-03-31,4.238824388922491,2024-06-20,2.761175611077509,1.0,看多：M2增速高于名义GDP增速,2024-06-21
2024-07-20,2024-06-30,2024-07-20,6.2,2024-04-30,2024-03-31,4.238824388922491,2024-07-20,1.9611756110775094,1.0,看多：M2增速高于名义GDP增速,2024-07-22
2024-07-31,2024-06-30,2024-07-20,6.2,2024-07-31,2024-06-30,4.106612107038643,2024-07-31,2.093387892961357,1.0,看多：M2增速高于名义GDP增速,2024-08-01
2024-08-20,2024-07-31,2024-08-20,6.3,2024-07-31,2024-06-30,4.106612107038643,2024-08-20,2.193387892961357,1.0,看多：M2增速高于名义GDP增速,2024-08-21
2024-09-20,2024-08-31,2024-09-20,6.3,2024-07-31,2024-06-30,4.106612107038643,2024-09-20,2.193387892961357,1.0,看多：M2增速高于名义GDP增速,2024-09-23
2024-10-20,2024-09-30,2024-10-20,6.8,2024-07-31,2024-06-30,4.106612107038643,2024-10-20,2.693387892961357,1.0,看多：M2增速高于名义GDP增速,2024-10-21
2024-10-31,2024-09-30,2024-10-20,6.8,2024-10-31,2024-09-30,4.002659418364285,2024-10-31,2.797340581635715,1.0,看多：M2增速高于名义GDP增速,2024-11-01
2024-11-20,2024-10-31,2024-11-20,7.5,2024-10-31,2024-09-30,4.002659418364285,2024-11-20,3.497340581635715,1.0,看多：M2增速高于名义GDP增速,2024-11-21
2024-12-20,2024-11-30,2024-12-20,7.1,2024-10-31,2024-09-30,4.002659418364285,2024-12-20,3.0973405816357147,1.0,看多：M2增速高于名义GDP增速,2024-12-23
2025-01-20,2024-12-31,2025-01-20,7.3,2024-10-31,2024-09-30,4.002659418364285,2025-01-20,3.297340581635715,1.0,看多：M2增速高于名义GDP增速,2025-01-21
2025-01-31,2024-12-31,2025-01-20,7.3,2025-01-31,2024-12-31,4.156352951238906,2025-01-31,3.1436470487610935,1.0,看多：M2增速高于名义GDP增速,2025-02-05
2025-02-20,2025-01-31,2025-02-20,7.0,2025-01-31,2024-12-31,4.156352951238906,2025-02-20,2.8436470487610936,1.0,看多：M2增速高于名义GDP增速,2025-02-21
2025-03-20,2025-02-28,2025-03-20,7.0,2025-01-31,2024-12-31,4.156352951238906,2025-03-20,2.8436470487610936,1.0,看多：M2增速高于名义GDP增速,2025-03-21
2025-04-20,2025-03-31,2025-04-20,7.0,2025-01-31,2024-12-31,4.156352951238906,2025-04-20,2.8436470487610936,1.0,看多：M2增速高于名义GDP增速,2025-04-21
2025-04-30,2025-03-31,2025-04-20,7.0,2025-04-30,2025-03-31,4.496823420783058,2025-04-30,2.503176579216942,1.0,看多：M2增速高于名义GDP增速,2025-05-06
2025-05-20,2025-04-30,2025-05-20,8.0,2025-04-30,2025-03-31,4.496823420783058,2025-05-20,3.503176579216942,1.0,看多：M2增速高于名义GDP增速,2025-05-21
2025-06-20,2025-05-31,2025-06-20,7.9,2025-04-30,2025-03-31,4.496823420783058,2025-06-20,3.403176579216942,1.0,看多：M2增速高于名义GDP增速,2025-06-23
2025-07-20,2025-06-30,2025-07-20,8.3,2025-04-30,2025-03-31,4.496823420783058,2025-07-20,3.8031765792169425,1.0,看多：M2增速高于名义GDP增速,2025-07-21
2025-07-31,2025-06-30,2025-07-20,8.3,2025-07-31,2025-06-30,4.144921854408312,2025-07-31,4.1550781455916885,1.0,看多：M2增速高于名义GDP增速,2025-08-01
2025-08-20,2025-07-31,2025-08-20,8.8,2025-07-31,2025-06-30,4.144921854408312,2025-08-20,4.6550781455916885,1.0,看多：M2增速高于名义GDP增速,2025-08-21
2025-09-20,2025-08-31,2025-09-20,8.8,2025-07-31,2025-06-30,4.144921854408312,2025-09-20,4.6550781455916885,1.0,看多：M2增速高于名义GDP增速,2025-09-22
2025-10-20,2025-09-30,2025-10-20,8.4,2025-07-31,2025-06-30,4.144921854408312,2025-10-20,4.255078145591688,1.0,看多：M2增速高于名义GDP增速,2025-10-21
2025-10-31,2025-09-30,2025-10-20,8.4,2025-10-31,2025-09-30,4.044322642834075,2025-10-31,4.355677357165925,1.0,看多：M2增速高于名义GDP增速,2025-11-03
2025-11-20,2025-10-31,2025-11-20,8.2,2025-10-31,2025-09-30,4.044322642834075,2025-11-20,4.155677357165924,1.0,看多：M2增速高于名义GDP增速,2025-11-21
2025-12-20,2025-11-30,2025-12-20,8.0,2025-10-31,2025-09-30,4.044322642834075,2025-12-20,3.955677357165925,1.0,看多：M2增速高于名义GDP增速,2025-12-22
2026-01-20,2025-12-31,2026-01-20,8.5,2025-10-31,2025-09-30,4.044322642834075,2026-01-20,4.455677357165925,1.0,看多：M2增速高于名义GDP增速,2026-01-21
2026-01-31,2025-12-31,2026-01-20,8.5,2026-01-31,2025-12-31,3.991866274816469,2026-01-31,4.508133725183531,1.0,看多：M2增速高于名义GDP增速,2026-02-02
2026-02-20,2026-01-31,2026-02-20,9.0,2026-01-31,2025-12-31,3.991866274816469,2026-02-20,5.008133725183531,1.0,看多：M2增速高于名义GDP增速,2026-02-24
2026-03-20,2026-02-28,2026-03-20,9.0,2026-01-31,2025-12-31,3.991866274816469,2026-03-20,5.008133725183531,1.0,看多：M2增速高于名义GDP增速,2026-03-23
2026-04-20,2026-03-31,2026-04-20,8.5,2026-01-31,2025-12-31,3.991866274816469,2026-04-20,4.508133725183531,1.0,看多：M2增速高于名义GDP增速,2026-04-21
2026-04-30,2026-03-31,2026-04-20,8.5,2026-04-30,2026-03-31,4.938197561814994,2026-04-30,3.5618024381850057,1.0,看多：M2增速高于名义GDP增速,2026-05-06
2026-05-20,2026-04-30,2026-05-20,8.6,2026-04-30,2026-03-31,4.938197561814994,2026-05-20,3.6618024381850054,1.0,看多：M2增速高于名义GDP增速,2026-05-21
2026-06-20,2026-05-31,2026-06-20,8.6,2026-04-30,2026-03-31,4.938197561814994,2026-06-20,3.6618024381850054,1.0,看多：M2增速高于名义GDP增速,2026-06-22
2026-07-20,2026-06-30,2026-07-20,8.0,2026-04-30,2026-03-31,4.938197561814994,2026-07-20,3.0618024381850057,1.0,看多：M2增速高于名义GDP增速,2026-07-21
2026-07-31,2026-06-30,2026-07-20,8.0,2026-07-31,2026-06-30,5.431805699861925,2026-07-31,2.5681943001380754,1.0,看多：M2增速高于名义GDP增速,2026-08-03
