date,intensity_factor,signal_score,signal_text
2007-10-25,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-10-26,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-10-29,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-10-30,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-10-31,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-01,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-02,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-05,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-06,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-07,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-08,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-09,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-12,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-13,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-14,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-15,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-16,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-19,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-20,0.4115140897357578,0,中性：通胀强度在±1.5σ内或触发已过期
2007-11-21,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-11-22,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-11-23,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-11-26,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-11-27,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-11-28,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-11-29,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-11-30,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-03,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-04,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-05,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-06,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-07,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-10,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-11,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-12,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-13,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-14,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-17,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-18,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-19,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-20,1.9163589737213287,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-21,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-24,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-25,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-26,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-27,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2007-12-28,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-02,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-03,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-04,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-07,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-08,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-09,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-10,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-11,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-14,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-15,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-16,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-17,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-18,2.9505516820109516,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-21,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-22,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-23,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-24,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-25,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-28,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-29,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-30,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-01-31,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-01,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-04,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-05,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-13,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-14,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-15,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-18,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-19,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-20,2.5961351222944007,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-21,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-22,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-25,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-26,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-27,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-28,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-02-29,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-03,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-04,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-05,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-06,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-07,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-10,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-11,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-12,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-13,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-14,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-17,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-18,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-19,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-20,2.194550879441728,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-21,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-24,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-25,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-26,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-27,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-28,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-03-31,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-01,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-02,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-03,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-07,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-08,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-09,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-10,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-11,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-14,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-15,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-16,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-17,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-18,1.9444478011362478,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-21,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-22,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-23,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-24,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-25,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-28,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-29,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-04-30,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-05,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-06,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-07,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-08,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-09,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-12,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-13,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-14,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-15,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-16,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-19,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-20,2.2332053644758445,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-21,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-22,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-23,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-26,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-27,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-28,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-29,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-05-30,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-02,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-03,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-04,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-05,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-06,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-10,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-11,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-12,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-13,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-16,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-17,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-18,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-19,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-20,1.6155554250720825,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-23,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-24,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-25,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-26,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-27,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-06-30,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-01,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-02,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-03,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-04,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-07,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-08,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-09,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-10,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-11,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-14,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-15,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-16,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-17,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-18,1.1801847178299214,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-21,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-22,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-23,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-24,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-25,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-28,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-29,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-30,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-07-31,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-01,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-04,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-05,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-06,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-07,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-08,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-11,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-12,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-13,1.3651973430041842,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-14,1.3651973430041842,0,中性：通胀强度在±1.5σ内或触发已过期
2008-08-15,1.3651973430041842,0,中性：通胀强度在±1.5σ内或触发已过期
2008-08-18,1.3651973430041842,0,中性：通胀强度在±1.5σ内或触发已过期
2008-08-19,1.3651973430041842,0,中性：通胀强度在±1.5σ内或触发已过期
2008-08-20,1.3651973430041842,0,中性：通胀强度在±1.5σ内或触发已过期
2008-08-21,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-22,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-25,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-26,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-27,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-28,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-08-29,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-01,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-02,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-03,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-04,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-05,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-08,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-09,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-10,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-11,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-12,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-16,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-17,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-18,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-19,2.241673864656087,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-22,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-23,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-24,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-25,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-09-26,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-06,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-07,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-08,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-09,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-10,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-13,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-14,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-15,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-16,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-17,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-20,1.8536738528395633,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-21,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-22,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-23,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-24,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-27,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-28,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-29,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-30,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-10-31,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-03,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-04,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-05,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-06,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-07,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-10,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-11,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-12,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-13,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-14,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-17,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-18,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-19,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-20,0.09816456353614422,-1,看空：通胀显著超预期（强度因子>+1.5σ），未来60个交易日有效
2008-11-21,-1.815070326008169,1,看多：通胀显著不及预期（强度因子<-1.5σ），未来60个交易日有效
2008-11-24,-1.815070326008169,1,看多：通胀显著不及预期（强度因子<-1.5σ），未来60个交易日有效
2008-11-25,-1.815070326008169,1,看多：通胀显著不及预期（强度因子<-1.5σ），未来60个交易日有效
2008-11-26,-1.815070326008169,1,看多：通胀显著不及预期（强度因子<-1.5σ），未来60个交易日有效
2008-11-27,-1.815070326008169,1,看多：通胀显著不及预期（强度因子<-1.5σ），未来60个交易日有效
2008-11-28,-1.815070326008169,1,看多：通胀显著不及预期（强度因子<-1.5σ），未来60个交易日有效
