date,close,ma10,ma30,ma60,bull_alignment,bear_alignment_supplement,signal_score,signal_text,effective_date
2009-11-11,3597.4,3513.1620000000003,3353.5696666666668,3281.4301666666665,True,False,1,看多：10/30/60日均线多头排列,2009-11-12
2009-11-12,3603.45,3541.679,3369.221,3284.1963333333333,True,False,1,看多：10/30/60日均线多头排列,2009-11-13
2009-11-13,3628.61,3569.0910000000003,3385.322666666667,3286.7763333333337,True,False,1,看多：10/30/60日均线多头排列,2009-11-16
2009-11-16,3733.04,3595.5079999999994,3405.7046666666665,3292.9155,True,False,1,看多：10/30/60日均线多头排列,2009-11-17
2009-11-17,3739.33,3617.296,3429.236,3302.681666666667,True,False,1,看多：10/30/60日均线多头排列,2009-11-18
2009-11-18,3744.46,3637.5440000000003,3453.341333333333,3311.8993333333333,True,False,1,看多：10/30/60日均线多头排列,2009-11-19
2009-11-19,3767.3,3658.441,3477.1583333333333,3324.1603333333333,True,False,1,看多：10/30/60日均线多头排列,2009-11-20
2009-11-20,3764.17,3677.1590000000006,3495.515,3334.2341666666666,True,False,1,看多：10/30/60日均线多头排列,2009-11-23
2009-11-23,3807.49,3698.5989999999997,3515.504,3343.9429999999998,True,False,1,看多：10/30/60日均线多头排列,2009-11-24
2009-11-24,3667.35,3705.2599999999998,3529.182333333333,3350.7365,True,False,1,看多：10/30/60日均线多头排列,2009-11-25
2009-11-25,3763.77,3721.897,3545.091333333333,3360.9139999999998,True,False,1,看多：10/30/60日均线多头排列,2009-11-26
2009-11-26,3613.69,3722.921,3555.596,3367.409833333333,True,False,1,看多：10/30/60日均线多头排列,2009-11-27
2009-11-27,3509.49,3711.0089999999996,3562.4936666666667,3372.2758333333336,True,False,1,看多：10/30/60日均线多头排列,2009-11-30
2009-11-30,3648.95,3702.6,3571.1266666666666,3381.239333333333,True,False,1,看多：10/30/60日均线多头排列,2009-12-01
2009-12-01,3710.99,3699.7659999999996,3580.17,3394.9293333333335,True,False,1,看多：10/30/60日均线多头排列,2009-12-02
2009-12-02,3752.74,3700.5939999999996,3590.989666666667,3409.2385,True,False,1,看多：10/30/60日均线多头排列,2009-12-03
2009-12-03,3753.3,3699.1940000000004,3602.316,3422.8631666666665,True,False,1,看多：10/30/60日均线多头排列,2009-12-04
2009-12-04,3773.79,3700.156,3612.230666666667,3434.165,True,False,1,看多：10/30/60日均线多头排列,2009-12-07
2009-12-07,3808.28,3700.2349999999997,3623.248333333334,3445.5113333333334,True,False,1,看多：10/30/60日均线多头排列,2009-12-08
2009-12-08,3770.5,3710.55,3636.320666666667,3455.7458333333334,True,False,1,看多：10/30/60日均线多头排列,2009-12-09
2009-12-09,3700.81,3704.2539999999995,3646.4376666666667,3463.7198333333336,True,False,1,看多：10/30/60日均线多头排列,2009-12-10
2009-12-10,3726.31,3715.5160000000005,3660.038666666667,3471.733833333333,True,False,1,看多：10/30/60日均线多头排列,2009-12-11
2009-12-11,3724.19,3736.9859999999994,3672.362,3480.240166666667,True,False,1,看多：10/30/60日均线多头排列,2009-12-14
2009-12-14,3750.51,3747.142,3681.75,3487.990166666667,True,False,1,看多：10/30/60日均线多头排列,2009-12-15
2009-12-15,3728.75,3748.918,3688.6600000000003,3494.3405,True,False,1,看多：10/30/60日均线多头排列,2009-12-16
2009-12-16,3707.3,3744.3740000000007,3694.1706666666664,3500.088166666667,True,False,1,看多：10/30/60日均线多头排列,2009-12-17
2009-12-17,3616.05,3730.649,3696.094666666667,3504.8905000000004,True,False,1,看多：10/30/60日均线多头排列,2009-12-18
2009-12-18,3514.68,3704.738,3694.0176666666666,3506.900666666667,True,False,1,看多：10/30/60日均线多头排列,2009-12-21
2009-12-21,3528.55,3676.7650000000003,3691.8663333333334,3511.157833333333,False,False,0,未触发多头排列,2009-12-22
2009-12-22,3432.91,3643.006,3686.272,3513.4986666666664,False,False,0,未触发多头排列,2009-12-23
2009-12-23,3471.55,3620.0800000000004,3682.077,3517.8233333333337,False,False,0,未触发多头排列,2009-12-24
2009-12-24,3579.16,3605.3650000000002,3681.2673333333328,3525.2441666666664,False,False,0,未触发多头排列,2009-12-25
2009-12-25,3573.7,3590.316,3679.4369999999994,3532.3798333333334,False,False,0,未触发多头排列,2009-12-28
2009-12-28,3630.14,3578.279,3676.0069999999996,3540.855833333333,False,False,0,未触发多头排列,2009-12-29
2009-12-29,3651.13,3570.517,3673.067,3551.1515,False,False,0,未触发多头排列,2009-12-30
2009-12-30,3694.47,3569.2339999999995,3671.400666666667,3562.3709999999996,False,False,0,未触发多头排列,2009-12-31
2009-12-31,3715.36,3579.165,3669.6693333333333,3573.4138333333335,False,False,0,未触发多头排列,2010-01-04
2010-01-04,3687.94,3596.4909999999995,3667.1283333333336,3581.321666666667,False,False,0,未触发多头排列,2010-01-05
2010-01-05,3719.95,3615.631,3664.2103333333334,3589.8571666666667,False,False,0,未触发多头排列,2010-01-06
2010-01-06,3700.76,3642.4159999999997,3665.3239999999996,3597.253166666667,False,False,0,未触发多头排列,2010-01-07
2010-01-07,3627.18,3657.9789999999994,3660.771,3602.9311666666667,False,False,0,未触发多头排列,2010-01-08
2010-01-08,3644.73,3664.536,3661.8056666666666,3608.700833333334,True,False,1,看多：10/30/60日均线多头排列,2010-01-11
2010-01-11,3651.74,3672.34,3666.5473333333334,3614.5204999999996,True,False,1,看多：10/30/60日均线多头排列,2010-01-12
2010-01-12,3712.51,3680.5769999999998,3668.6659999999997,3619.896333333333,True,False,1,看多：10/30/60日均线多头排列,2010-01-13
2010-01-13,3612.37,3676.701,3665.3786666666665,3622.7743333333333,True,False,1,看多：10/30/60日均线多头排列,2010-01-14
2010-01-14,3674.25,3674.679,3662.7623333333336,3626.8759999999997,True,False,1,看多：10/30/60日均线多头排列,2010-01-15
2010-01-15,3691.62,3672.3049999999994,3660.7063333333335,3631.511166666666,True,False,1,看多：10/30/60日均线多头排列,2010-01-18
2010-01-18,3721.59,3675.6700000000005,3658.9663333333333,3635.5985,True,False,1,看多：10/30/60日均线多头排列,2010-01-19
2010-01-19,3727.2,3676.3949999999995,3656.2636666666663,3639.7560000000003,True,False,1,看多：10/30/60日均线多头排列,2010-01-20
2010-01-20,3602.6,3666.579,3650.667,3643.4938333333334,True,False,1,看多：10/30/60日均线多头排列,2010-01-21
2010-01-21,3616.98,3665.559,3647.8726666666666,3647.1551666666664,True,False,1,看多：10/30/60日均线多头排列,2010-01-22
2010-01-22,3558.31,3656.917,3642.2726666666663,3651.1556666666665,False,False,0,未触发多头排列,2010-01-25
2010-01-25,3516.94,3643.4370000000004,3635.364333333333,3653.8631666666665,False,False,0,未触发多头排列,2010-01-26
2010-01-26,3413.08,3613.494,3624.116666666667,3652.9333333333334,False,True,0,未触发多头排列,2010-01-27
2010-01-27,3372.53,3589.5099999999998,3612.2426666666665,3650.4513333333334,False,True,0,未触发多头排列,2010-01-28
2010-01-28,3392.2,3561.3050000000003,3601.739333333333,3647.955,False,True,0,未触发多头排列,2010-01-29
2010-01-29,3397.6,3531.903,3594.4576666666667,3645.276166666667,False,True,0,未触发多头排列,2010-02-01
2010-02-01,3348.22,3494.5660000000003,3588.909,3641.463333333333,False,True,0,未触发多头排列,2010-02-02
2010-02-02,3337.34,3455.5800000000004,3582.5353333333333,3637.2008333333333,False,True,0,未触发多头排列,2010-02-03
2010-02-03,3416.6,3436.9800000000005,3581.991666666667,3634.1318333333334,False,True,0,未触发多头排列,2010-02-04
2010-02-04,3415.78,3416.8599999999997,3580.1326666666664,3631.1048333333333,False,True,0,未触发多头排列,2010-02-05
2010-02-05,3344.67,3395.496,3572.3163333333337,3626.7918333333337,False,True,0,未触发多头排列,2010-02-08
2010-02-08,3342.92,3378.094,3564.623666666667,3622.030333333333,False,True,0,未触发多头排列,2010-02-09
2010-02-09,3357.65,3372.5510000000004,3555.5406666666668,3615.773833333333,False,True,0,未触发多头排列,2010-02-10
2010-02-10,3403.96,3375.6940000000004,3547.3016666666667,3610.184333333333,False,True,0,未触发多头排列,2010-02-11
2010-02-11,3407.1,3377.184,3537.722666666667,3604.561666666667,False,True,0,未触发多头排列,2010-02-12
2010-02-12,3443.21,3381.745,3528.651,3599.160166666667,False,True,0,未触发多头排列,2010-02-22
2010-02-22,3429.53,3389.876,3520.037333333333,3593.5828333333334,False,True,0,未触发多头排列,2010-02-23
2010-02-23,3409.42,3397.0840000000003,3509.686333333333,3586.9483333333333,False,True,0,未触发多头排列,2010-02-24
2010-02-24,3464.66,3401.8900000000003,3501.8163333333337,3583.5701666666664,False,True,0,未触发多头排列,2010-02-25
2010-02-25,3516.84,3411.996,3498.1383333333333,3579.4546666666665,False,True,0,未触发多头排列,2010-02-26
2010-02-26,3509.38,3428.4670000000006,3493.6266666666666,3577.7161666666666,False,True,0,未触发多头排列,2010-03-01
2010-03-01,3553.42,3449.517,3490.349333333333,3578.4483333333333,False,True,0,未触发多头排列,2010-03-02
2010-03-02,3543.66,3468.118,3484.721,3576.6935000000003,False,True,0,未触发多头排列,2010-03-03
2010-03-03,3575.77,3485.299,3483.5009999999997,3574.439833333333,False,False,0,未触发多头排列,2010-03-04
2010-03-04,3475.32,3492.121,3476.87,3569.8161666666665,False,False,0,未触发多头排列,2010-03-05
2010-03-05,3486.12,3496.4120000000003,3470.0199999999995,3565.363166666667,False,False,0,未触发多头排列,2010-03-08
2010-03-08,3516.8,3505.139,3463.1936666666666,3561.08,False,False,0,未触发多头排列,2010-03-09
2010-03-09,3533.59,3517.5560000000005,3456.7400000000002,3556.5018333333337,False,False,0,未触发多头排列,2010-03-10
2010-03-10,3500.97,3521.1870000000004,3453.3523333333333,3552.0096666666664,False,False,0,未触发多头排列,2010-03-11
2010-03-11,3491.66,3518.6690000000003,3449.175,3548.523833333333,False,False,0,未触发多头排列,2010-03-12
2010-03-12,3443.43,3512.0739999999996,3445.345666666667,3543.809166666667,False,False,0,未触发多头排列,2010-03-15
2010-03-15,3396.23,3496.3549999999996,3441.322,3538.3431666666665,False,False,0,未触发多头排列,2010-03-16
2010-03-16,3419.87,3483.9759999999997,3441.548333333333,3532.8324999999995,False,False,0,未触发多头排列,2010-03-17
2010-03-17,3499.61,3476.3599999999997,3445.7843333333335,3529.0135,False,False,0,未触发多头排列,2010-03-18
2010-03-18,3497.38,3478.566,3449.2903333333334,3525.5148333333336,False,False,0,未触发多头排列,2010-03-19
2010-03-19,3524.71,3482.425,3453.527333333333,3523.9925,False,False,0,未触发多头排列,2010-03-22
2010-03-22,3536.75,3484.4199999999996,3459.8116666666665,3524.360333333333,False,False,0,未触发多头排列,2010-03-23
2010-03-23,3509.08,3481.969,3465.536333333333,3524.0358333333334,False,False,0,未触发多头排列,2010-03-24
2010-03-24,3514.64,3483.3360000000002,3468.804333333333,3525.398,False,False,0,未触发多头排列,2010-03-25
2010-03-25,3464.72,3480.642,3470.4356666666663,3525.2841666666664,False,False,0,未触发多头排列,2010-03-26
2010-03-26,3514.04,3487.703,3476.0813333333335,3524.198833333334,False,False,0,未触发多头排列,2010-03-29
2010-03-29,3587.82,3506.8619999999996,3484.2446666666665,3524.4341666666664,False,False,0,未触发多头排列,2010-03-30
2010-03-30,3598.33,3524.708,3492.2673333333337,3523.904,False,False,0,未触发多头排列,2010-03-31
2010-03-31,3583.71,3533.118,3498.259,3522.7803333333336,False,False,0,未触发多头排列,2010-04-01
2010-04-01,3634.33,3546.8129999999996,3505.8333333333335,3521.7780000000002,False,False,0,未触发多头排列,2010-04-02
2010-04-02,3649.7,3559.3119999999994,3512.7163333333333,3520.6836666666663,False,False,0,未触发多头排列,2010-04-06
2010-04-06,3649.81,3570.618,3520.059,3520.0481666666665,True,False,1,看多：10/30/60日均线多头排列,2010-04-07
2010-04-07,3637.32,3583.442,3527.6556666666665,3518.6710000000003,True,False,1,看多：10/30/60日均线多头排列,2010-04-08
2010-04-08,3605.44,3592.522,3532.3483333333334,3517.0823333333333,True,False,1,看多：10/30/60日均线多头排列,2010-04-09
2010-04-09,3645.56,3610.6059999999998,3536.639,3517.3886666666667,True,False,1,看多：10/30/60日均线多头排列,2010-04-12
2010-04-12,3630.56,3622.2580000000003,3540.6783333333337,3517.1524999999997,True,False,1,看多：10/30/60日均线多头排列,2010-04-13
2010-04-13,3651.89,3628.665,3543.960666666667,3517.155,True,False,1,看多：10/30/60日均线多头排列,2010-04-14
2010-04-14,3672.51,3636.083,3548.2556666666665,3516.4883333333332,True,False,1,看多：10/30/60日均线多头排列,2010-04-15
2010-04-15,3653.2,3643.032,3550.8366666666666,3517.1688333333336,True,False,1,看多：10/30/60日均线多头排列,2010-04-16
2010-04-16,3619.56,3641.5549999999994,3555.6446666666666,3516.2573333333335,True,False,1,看多：10/30/60日均线多头排列,2010-04-19
2010-04-19,3435.64,3620.149,3553.962,3511.991,True,False,1,看多：10/30/60日均线多头排列,2010-04-20
2010-04-20,3444.9,3599.6580000000004,3551.5653333333335,3507.3795000000005,True,False,1,看多：10/30/60日均线多头排列,2010-04-21
2010-04-21,3523.05,3588.2309999999998,3551.214,3503.977,True,False,1,看多：10/30/60日均线多头排列,2010-04-22
2010-04-22,3496.59,3577.346,3551.068,3502.2101666666663,True,False,1,看多：10/30/60日均线多头排列,2010-04-23
2010-04-23,3480.05,3560.7949999999996,3550.681,3499.9280000000003,True,False,1,看多：10/30/60日均线多头排列,2010-04-26
2010-04-26,3466.12,3544.351,3551.4373333333333,3498.3915,False,False,0,未触发多头排列,2010-04-27
2010-04-27,3390.94,3518.2560000000003,3551.261,3496.2915000000003,False,False,0,未触发多头排列,2010-04-28
2010-04-28,3377.36,3488.7410000000004,3549.844,3495.6961666666666,False,False,0,未触发多头排列,2010-04-29
2010-04-29,3318.27,3455.2479999999996,3543.799333333334,3494.7918333333337,False,False,0,未触发多头排列,2010-04-30
2010-04-30,3300.62,3423.3540000000003,3537.2406666666666,3493.2655000000004,False,False,0,未触发多头排列,2010-05-04
2010-05-04,3261.46,3405.936,3528.4656666666665,3490.9965,False,False,0,未触发多头排列,2010-05-05
2010-05-05,3300.01,3391.447,3520.5743333333335,3490.193,False,False,0,未触发多头排列,2010-05-06
2010-05-06,3160.75,3355.2169999999996,3508.9633333333336,3487.2498333333338,False,False,0,未触发多头排列,2010-05-07
2010-05-07,3099.54,3315.512,3495.1266666666666,3481.9655,False,False,0,未触发多头排列,2010-05-10
2010-05-10,3101.04,3277.611,3483.0040000000004,3476.7198333333336,False,False,0,未触发多头排列,2010-05-11
2010-05-11,3031.28,3234.127,3466.912,3471.4966666666664,False,True,0,未触发多头排列,2010-05-12
2010-05-12,3025.65,3197.5980000000004,3448.1730000000002,3466.208833333333,False,True,0,未触发多头排列,2010-05-13
2010-05-13,3102.66,3170.1279999999997,3431.650666666667,3461.9590000000003,False,True,0,未触发多头排列,2010-05-14
2010-05-14,3092.73,3147.574,3415.2846666666665,3456.7718333333332,False,True,0,未触发多头排列,2010-05-17
2010-05-17,2918.72,3109.384,3391.4309999999996,3448.6321666666668,False,True,0,未触发多头排列,2010-05-18
2010-05-18,2974.77,3080.7149999999997,3368.9333333333334,3440.824833333333,False,True,0,未触发多头排列,2010-05-19
2010-05-19,2968.44,3047.558,3346.221,3433.14,False,True,0,未触发多头排列,2010-05-20
2010-05-20,2924.98,3023.981,3322.4763333333335,3425.0660000000003,False,True,0,未触发多头排列,2010-05-21
2010-05-21,2974.69,3011.496,3301.4513333333334,3416.899833333334,False,True,0,未触发多头排列,2010-05-24
2010-05-24,3093.0,3010.692,3283.032666666667,3409.8358333333335,False,True,0,未触发多头排列,2010-05-25
2010-05-25,3039.67,3011.531,3263.336333333333,3402.0073333333335,False,True,0,未触发多头排列,2010-05-26
2010-05-26,3041.84,3013.15,3243.001333333333,3393.4809999999998,False,True,0,未触发多头排列,2010-05-27
2010-05-27,3092.78,3012.1620000000003,3223.677,3385.966333333333,False,True,0,未触发多头排列,2010-05-28
2010-05-28,3088.24,3011.7129999999997,3204.8450000000003,3377.8408333333336,False,True,0,未触发多头排列,2010-05-31
2010-05-31,3001.62,3020.003,3184.2470000000003,3369.945833333333,False,True,0,未触发多头排列,2010-06-01
2010-06-01,2963.32,3018.858,3168.503,3361.2325,False,True,0,未触发多头排列,2010-06-02
2010-06-02,2985.06,3020.5199999999995,3153.175,3352.370166666667,False,True,0,未触发多头排列,2010-06-03
2010-06-03,2962.24,3024.246,3134.4813333333327,3342.8476666666666,False,True,0,未触发多头排列,2010-06-04
2010-06-04,2975.59,3024.3360000000002,3117.114666666667,3334.0913333333333,False,True,0,未触发多头排列,2010-06-07
2010-06-07,2933.53,3008.389,3098.8973333333333,3324.789166666667,False,True,0,未触发多头排列,2010-06-08
2010-06-08,2943.45,2998.7670000000003,3081.475,3316.4561666666664,False,True,0,未触发多头排列,2010-06-09
2010-06-09,3029.24,2997.507,3069.4183333333335,3310.3396666666667,False,True,0,未触发多头排列,2010-06-10
2010-06-10,3005.81,2988.81,3057.0333333333333,3303.438666666667,False,True,0,未触发多头排列,2010-06-11
2010-06-11,3007.99,2980.7850000000003,3046.690666666667,3295.245,False,True,0,未触发多头排列,2010-06-17
2010-06-17,2985.01,2979.124,3036.1703333333335,3286.7054999999996,False,True,0,未触发多头排列,2010-06-18
2010-06-18,2914.71,2974.263,3024.612,3276.538833333333,False,True,0,未触发多头排列,2010-06-21
2010-06-21,3004.19,2976.1760000000004,3014.751333333333,3267.6628333333333,False,True,0,未触发多头排列,2010-06-22
2010-06-22,3012.89,2981.241,3009.8226666666665,3259.3930000000005,False,True,0,未触发多头排列,2010-06-23
2010-06-23,2987.91,2982.473,3006.101666666667,3250.6141666666667,False,True,0,未触发多头排列,2010-06-24
2010-06-24,2987.25,2987.8450000000003,3002.3086666666663,3242.6563333333334,False,True,0,未触发多头排列,2010-06-25
2010-06-25,2957.53,2989.2529999999997,2999.8503333333333,3233.3811666666666,False,True,0,未触发多头排列,2010-06-28
2010-06-28,2929.12,2979.2410000000004,2996.6326666666664,3222.4028333333335,False,True,0,未触发多头排列,2010-06-29
2010-06-29,2786.5,2957.31,2986.0939999999996,3208.8723333333332,False,True,0,未触发多头排列,2010-06-30
2010-06-30,2749.51,2931.462,2974.6533333333336,3194.969,False,True,0,未触发多头排列,2010-07-01
2010-07-01,2708.87,2903.848,2967.6583333333333,3179.5446666666667,False,True,0,未触发多头排列,2010-07-02
2010-07-02,2711.31,2883.5080000000003,2958.876333333333,3163.9048333333335,False,True,0,未触发多头排列,2010-07-05
2010-07-05,2690.0,2852.089,2949.595,3147.9080000000004,False,True,0,未触发多头排列,2010-07-06
2010-07-06,2749.54,2825.754,2943.7470000000003,3133.1116666666667,False,True,0,未触发多头排列,2010-07-07
2010-07-07,2773.76,2804.339,2937.0493333333334,3119.250333333333,False,True,0,未触发多头排列,2010-07-08
2010-07-08,2766.25,2782.239,2926.1576666666665,3104.5951666666665,False,True,0,未触发多头排列,2010-07-09
2010-07-09,2844.03,2770.889,2919.6363333333334,3091.4863333333333,False,True,0,未触发多头排列,2010-07-12
2010-07-12,2875.32,2765.509,2914.085666666667,3078.5434999999998,False,True,0,未触发多头排列,2010-07-13
2010-07-13,2830.43,2769.9020000000005,2905.3406666666665,3064.5088333333333,False,True,0,未触发多头排列,2010-07-14
2010-07-14,2852.37,2780.188,2897.478333333333,3051.1616666666664,False,True,0,未触发多头排列,2010-07-15
2010-07-15,2799.4,2789.241,2890.737666666667,3037.4923333333336,False,True,0,未触发多头排列,2010-07-16
2010-07-16,2809.68,2799.078,2885.616333333333,3027.059666666667,False,True,0,未触发多头排列,2010-07-19
2010-07-19,2878.95,2817.973,2882.0793333333336,3017.6271666666667,False,True,0,未触发多头排列,2010-07-20
2010-07-20,2946.97,2837.716,2881.5703333333336,3008.025833333333,False,True,0,未触发多头排列,2010-07-21
2010-07-21,2953.17,2855.657,2880.823,2998.9688333333334,False,True,0,未触发多头排列,2010-07-22
2010-07-22,2991.48,2878.18,2882.7546666666667,2990.826,False,True,0,未触发多头排列,2010-07-23
2010-07-23,3000.46,2893.8229999999994,2884.6549999999997,2983.065,False,False,0,未触发多头排列,2010-07-26
2010-07-26,3025.45,2908.836,2884.5286666666666,2976.9735,False,False,0,未触发多头排列,2010-07-27
2010-07-27,3012.75,2927.068,2884.76,2970.896666666667,False,False,0,未触发多头排列,2010-07-28
2010-07-28,3084.98,2950.3289999999997,2887.3263333333334,2967.0085000000004,False,False,0,未触发多头排列,2010-07-29
2010-07-29,3102.42,2980.6310000000003,2891.24,2963.7051666666666,False,False,0,未触发多头排列,2010-07-30
2010-07-30,3094.55,3009.118,2897.2346666666667,2960.923333333333,False,False,0,未触发多头排列,2010-08-02
2010-08-02,3147.93,3036.016,2902.026,2958.3886666666663,False,False,0,未触发多头排列,2010-08-03
2010-08-03,3092.72,3050.591,2904.687,2957.254833333333,False,False,0,未触发多头排列,2010-08-04
2010-08-04,3111.42,3066.416,2908.8039999999996,2957.4528333333337,False,False,0,未触发多头排列,2010-08-05
2010-08-05,3094.68,3076.736,2912.385,2957.3468333333335,False,False,0,未触发多头排列,2010-08-06
2010-08-06,3148.92,3091.582,2918.764666666667,2959.3075000000003,False,False,0,未触发多头排列,2010-08-09
2010-08-09,3176.33,3106.67,2927.005,2961.8188333333333,False,False,0,未触发多头排列,2010-08-10
2010-08-10,3076.02,3112.9970000000003,2936.6556666666665,2961.3748333333333,False,False,0,未触发多头排列,2010-08-11
2010-08-11,3099.86,3114.485,2948.334,2961.4936666666667,False,False,0,未触发多头排列,2010-08-12
2010-08-12,3062.07,3110.45,2960.1073333333334,2963.8828333333336,False,False,0,未触发多头排列,2010-08-13
2010-08-13,3108.91,3111.886,2973.360666666667,2966.1185,True,False,1,看多：10/30/60日均线多头排列,2010-08-16
2010-08-16,3181.26,3115.219,2989.736,2969.6655,True,False,1,看多：10/30/60日均线多头排列,2010-08-17
2010-08-17,3203.99,3126.346,3004.8843333333334,2974.315666666667,True,False,1,看多：10/30/60日均线多头排列,2010-08-18
2010-08-18,3199.92,3135.196,3019.0896666666667,2978.0694999999996,True,False,1,看多：10/30/60日均线多头排列,2010-08-19
2010-08-19,3215.2,3147.248,3034.0546666666664,2980.1061666666665,True,False,1,看多：10/30/60日均线多头排列,2010-08-20
2010-08-20,3151.47,3147.5029999999997,3044.302666666667,2981.9695,True,False,1,看多：10/30/60日均线多头排列,2010-08-23
2010-08-23,3156.98,3145.568,3053.691333333333,2983.8885,True,False,1,看多：10/30/60日均线多头排列,2010-08-24
2010-08-24,3179.32,3155.898,3065.3210000000004,2985.3308333333334,True,False,1,看多：10/30/60日均线多头排列,2010-08-25
2010-08-25,3107.44,3156.656,3073.8233333333337,2985.650833333333,True,False,1,看多：10/30/60日均线多头排列,2010-08-26
2010-08-26,3118.98,3162.347,3084.476,2987.6068333333333,True,False,1,看多：10/30/60日均线多头排列,2010-08-27
2010-08-27,3131.86,3164.642,3095.2153333333335,2990.415833333333,True,False,1,看多：10/30/60日均线多头排列,2010-08-30
2010-08-30,3200.16,3166.532,3105.922333333334,2994.000833333333,True,False,1,看多：10/30/60日均线多头排列,2010-08-31
2010-08-31,3197.55,3165.888,3114.275,2997.9226666666664,True,False,1,看多：10/30/60日均线多头排列,2010-09-01
2010-09-01,3171.0,3162.996,3121.5359999999996,3001.1794999999997,True,False,1,看多：10/30/60日均线多头排列,2010-09-02
2010-09-02,3218.99,3163.375,3129.1196666666665,3005.937166666667,True,False,1,看多：10/30/60日均线多头排列,2010-09-03
2010-09-03,3225.15,3170.743,3136.6093333333333,3010.6321666666668,True,False,1,看多：10/30/60日均线多头排列,2010-09-06
2010-09-06,3267.08,3181.7529999999997,3144.6636666666664,3014.5961666666667,True,False,1,看多：10/30/60日均线多头排列,2010-09-07
2010-09-07,3278.81,3191.702,3153.532333333333,3019.1461666666664,True,False,1,看多：10/30/60日均线多头排列,2010-09-08
2010-09-08,3284.75,3209.433,3160.191333333333,3023.7588333333333,True,False,1,看多：10/30/60日均线多头排列,2010-09-09
2010-09-09,3229.23,3220.4579999999996,3164.4183333333335,3027.829166666667,True,False,1,看多：10/30/60日均线多头排列,2010-09-10
2010-09-10,3243.07,3231.579,3169.3689999999997,3033.3018333333334,True,False,1,看多：10/30/60日均线多头排列,2010-09-13
2010-09-13,3282.93,3239.856,3173.869,3037.9475,True,False,1,看多：10/30/60日均线多头排列,2010-09-14
2010-09-14,3288.06,3248.907,3180.3803333333335,3042.5336666666667,True,False,1,看多：10/30/60日均线多头排列,2010-09-15
2010-09-15,3232.25,3255.032,3184.4080000000004,3046.6059999999998,True,False,1,看多：10/30/60日均线多头排列,2010-09-16
2010-09-16,3165.23,3249.656,3186.7596666666664,3049.572333333333,True,False,1,看多：10/30/60日均线多头排列,2010-09-17
2010-09-17,3166.7,3243.811,3187.3523333333333,3053.0584999999996,True,False,1,看多：10/30/60日均线多头排列,2010-09-20
2010-09-20,3147.9,3231.893,3186.404666666667,3056.7048333333337,True,False,1,看多：10/30/60日均线多头排列,2010-09-21
2010-09-21,3152.82,3219.294,3188.9646666666667,3062.8101666666666,True,False,1,看多：10/30/60日均线多头排列,2010-09-27
2010-09-27,3214.99,3212.318,3192.8023333333335,3070.5681666666665,True,False,1,看多：10/30/60日均线多头排列,2010-09-28
2010-09-28,3192.0,3208.5950000000003,3197.133333333333,3078.6203333333333,True,False,1,看多：10/30/60日均线多头排列,2010-09-29
2010-09-29,3174.98,3201.786,3199.3356666666664,3086.348166666666,True,False,1,看多：10/30/60日均线多头排列,2010-09-30
2010-09-30,3237.02,3197.195,3201.1943333333334,3095.465166666667,False,False,0,未触发多头排列,2010-10-08
2010-10-08,3344.49,3202.8379999999997,3205.8776666666668,3105.381,False,False,0,未触发多头排列,2010-10-11
2010-10-11,3419.58,3221.571,3213.1996666666664,3116.1446666666666,True,False,1,看多：10/30/60日均线多头排列,2010-10-12
2010-10-12,3454.72,3250.5199999999995,3221.1836666666663,3127.6191666666664,True,False,1,看多：10/30/60日均线多头排列,2010-10-13
2010-10-13,3496.5,3283.5,3232.6846666666665,3138.4936666666667,True,False,1,看多：10/30/60日均线多头排列,2010-10-14
2010-10-14,3472.02,3315.9120000000003,3243.186,3148.438666666667,True,False,1,看多：10/30/60日均线多头排列,2010-10-15
2010-10-15,3557.33,3356.363,3255.786333333333,3160.5536666666667,True,False,1,看多：10/30/60日均线多头排列,2010-10-18
2010-10-18,3529.69,3387.833,3269.8613333333333,3171.8423333333335,True,False,1,看多：10/30/60日均线多头排列,2010-10-19
2010-10-19,3612.32,3429.8650000000002,3286.3059999999996,3185.391,True,False,1,看多：10/30/60日均线多头排列,2010-10-20
2010-10-20,3632.28,3475.595,3302.986666666666,3199.101,True,False,1,看多：10/30/60日均线多头排列,2010-10-21
2010-10-21,3621.97,3514.09,3317.0469999999996,3211.4846666666663,True,False,1,看多：10/30/60日均线多头排列,2010-10-22
2010-10-22,3633.5,3542.9910000000004,3331.578666666667,3222.9268333333334,True,False,1,看多：10/30/60日均线多头排列,2010-10-25
2010-10-25,3738.48,3574.881,3350.494666666667,3236.0153333333337,True,False,1,看多：10/30/60日均线多头排列,2010-10-26
2010-10-26,3735.47,3602.9559999999997,3367.710666666667,3248.415166666666,True,False,1,看多：10/30/60日均线多头排列,2010-10-27
2010-10-27,3675.84,3620.8900000000003,3382.733666666667,3259.6715,True,False,1,看多：10/30/60日均线多头排列,2010-10-28
2010-10-28,3671.79,3640.8669999999997,3396.224,3270.443833333333,True,False,1,看多：10/30/60日均线多头排列,2010-10-29
2010-10-29,3668.16,3651.95,3409.2023333333336,3281.367333333333,True,False,1,看多：10/30/60日均线多头排列,2010-11-01
2010-11-01,3770.03,3675.9839999999995,3425.3783333333336,3292.784833333333,True,False,1,看多：10/30/60日均线多头排列,2010-11-02
