date,signal_available_date,cpi_yoy_pct,cpi_smooth,ppi_yoy_pct,inflation_direction,signal_score,signal_text,effective_date
2022-10-31,2022-11-20,2.1,2.4666666666666663,-1.3,0.5833333333333331,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-11-21
2022-11-30,2022-12-20,1.6,2.1666666666666665,-1.3,0.43333333333333324,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-12-21
2022-12-31,2023-01-20,1.8,1.833333333333333,-0.7,0.5666666666666665,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2023-01-30
2023-01-31,2023-02-20,2.1,1.8333333333333328,-0.8,0.5166666666666664,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2023-02-21
2023-02-28,2023-03-20,1.0,1.6333333333333329,-1.4,0.11666666666666647,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2023-03-21
2023-03-31,2023-04-20,0.7,1.2666666666666664,-2.5,-0.6166666666666668,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2023-04-21
2023-04-30,2023-05-20,0.1,0.5999999999999994,-3.6,-1.5000000000000004,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2023-05-22
2023-05-31,2023-06-20,0.2,0.33333333333333276,-4.6,-2.1333333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2023-06-21
2023-06-30,2023-07-20,0.0,0.09999999999999942,-5.4,-2.6500000000000004,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2023-07-21
2023-07-31,2023-08-20,-0.3,-0.03333333333333393,-4.4,-2.2166666666666672,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2023-08-21
2023-08-31,2023-09-20,0.1,-0.06666666666666728,-3.0,-1.5333333333333337,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2023-09-21
2023-09-30,2023-10-20,0.0,-0.06666666666666726,-2.5,-1.2833333333333337,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2023-10-23
2023-10-31,2023-11-20,-0.2,-0.03333333333333394,-2.6,-1.316666666666667,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2023-11-21
2023-11-30,2023-12-20,-0.5,-0.23333333333333395,-3.0,-1.616666666666667,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2023-12-21
2023-12-31,2024-01-20,-0.3,-0.3333333333333339,-2.7,-1.516666666666667,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2024-01-22
2024-01-31,2024-02-20,-0.8,-0.533333333333334,-2.5,-1.516666666666667,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2024-02-21
2024-02-29,2024-03-20,0.7,-0.13333333333333397,-2.7,-1.416666666666667,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2024-03-21
2024-03-31,2024-04-20,0.1,-6.38378239159465e-16,-2.8,-1.4000000000000001,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2024-04-22
2024-04-30,2024-05-20,0.3,0.36666666666666603,-2.5,-1.0666666666666669,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2024-05-21
2024-05-31,2024-06-20,0.3,0.23333333333333273,-1.4,-0.5833333333333336,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2024-06-21
2024-06-30,2024-07-20,0.2,0.2666666666666661,-0.8,-0.26666666666666694,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2024-07-22
2024-07-31,2024-08-20,0.5,0.33333333333333276,-0.8,-0.23333333333333364,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2024-08-21
2024-08-31,2024-09-20,0.6,0.4333333333333327,-1.8,-0.6833333333333337,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2024-09-23
2024-09-30,2024-10-20,0.4,0.4999999999999994,-2.8,-1.1500000000000001,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2024-10-21
2024-10-31,2024-11-20,0.3,0.4333333333333327,-2.9,-1.2333333333333336,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2024-11-21
2024-11-30,2024-12-20,0.2,0.2999999999999994,-2.5,-1.1000000000000003,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2024-12-23
2024-12-31,2025-01-20,0.1,0.19999999999999937,-2.3,-1.0500000000000003,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2025-01-21
2025-01-31,2025-02-20,0.5,0.266666666666666,-2.3,-1.0166666666666668,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2025-02-21
2025-02-28,2025-03-20,-0.7,-0.03333333333333396,-2.2,-1.1166666666666671,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2025-03-21
2025-03-31,2025-04-20,-0.1,-0.10000000000000064,-2.5,-1.3000000000000003,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2025-04-21
2025-04-30,2025-05-20,-0.1,-0.30000000000000066,-2.7,-1.5000000000000004,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2025-05-21
2025-05-31,2025-06-20,-0.1,-0.1,-3.3,-1.7,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2025-06-23
2025-06-30,2025-07-20,0.1,-0.03333333333333399,-3.6,-1.816666666666667,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2025-07-21
2025-07-31,2025-08-20,0.0,-6.56881956236551e-16,-3.6,-1.8000000000000003,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2025-08-21
2025-08-31,2025-09-20,-0.4,-0.10000000000000066,-2.9,-1.5000000000000002,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2025-09-22
2025-09-30,2025-10-20,-0.3,-0.23333333333333398,-2.3,-1.2666666666666668,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2025-10-21
2025-10-31,2025-11-20,0.2,-0.16666666666666732,-2.1,-1.1333333333333337,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2025-11-21
2025-11-30,2025-12-20,0.7,0.19999999999999932,-2.2,-1.0000000000000004,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2025-12-22
2025-12-31,2026-01-20,0.8,0.566666666666666,-1.9,-0.666666666666667,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2026-01-21
2026-01-31,2026-02-20,0.2,0.566666666666666,-1.4,-0.41666666666666696,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2026-02-24
2026-02-28,2026-03-20,1.3,0.766666666666666,-0.9,-0.06666666666666698,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2026-03-23
2026-03-31,2026-04-20,1.0,0.8333333333333327,0.5,0.6666666666666663,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2026-04-21
2026-04-30,2026-05-20,1.2,1.1666666666666659,2.8,1.983333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2026-05-21
2026-05-31,2026-06-20,1.2,1.1333333333333326,3.9,2.516666666666666,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2026-06-22
2026-06-30,2026-07-20,1.0,1.1333333333333326,4.1,2.6166666666666663,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2026-07-21
2026-07-31,2026-08-20,0.5,0.8999999999999991,3.5,2.1999999999999997,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2026-08-21
