date,equity_position,fund_count,position_ma5,position_ma20,position_ma40,position_ma60,position_ma120,position_mean,position_std,overheat_line,oversold_line,position_change,signal
2010-04-06,72.92,553,72.92,72.4025,72.31625,72.28750000000001,71.56175,66.68312024353119,8.561495935744816,75.24461617927601,58.12162430778638,0.6899999999999977,中性
2010-04-07,72.92,553,72.92,72.437,72.3335,72.299,71.58116666666666,66.69259878419453,8.55843225377366,75.25103103796819,58.13416653042087,0.6899999999999977,中性
2010-04-08,72.92,553,72.92,72.4715,72.35075,72.3105,71.60058333333333,66.70204855842185,8.555366322343659,75.25741488076551,58.14668223607819,0.6899999999999977,中性
2010-04-09,72.92,553,72.92,72.506,72.36800000000001,72.32199999999999,71.61999999999999,66.7114696969697,8.552298191816659,75.26376788878636,58.15917150515304,0.6899999999999977,中性
2010-04-12,72.92,553,72.92,72.5405,72.38525000000001,72.3335,71.63941666666666,66.72086232980332,8.549227912017768,75.2700902418211,58.171634417785555,0.6899999999999977,中性
2010-04-13,72.92,553,72.92,72.575,72.4025,72.345,71.65883333333333,66.73022658610273,8.546155532241283,75.27638211834402,58.184071053861445,0.6899999999999977,中性
2010-04-14,72.92,553,72.92,72.6095,72.41975000000001,72.35650000000001,71.67825,66.73956259426848,8.54308110125653,75.28264369552501,58.196481493011945,0.6899999999999977,中性
2010-04-15,72.92,553,72.92,72.644,72.43700000000001,72.368,71.69766666666668,66.74887048192771,8.540004667313665,75.28887514924138,58.20886581461404,0.6899999999999977,中性
2010-04-16,72.92,553,72.92,72.67850000000001,72.45425,72.37950000000001,71.71708333333335,66.75815037593985,8.536926278149371,75.29507665408921,58.221224097790476,0.6899999999999977,中性
2010-04-19,72.92,553,72.92,72.71300000000001,72.4715,72.391,71.7365,66.76740240240241,8.533845980992506,75.30124838339492,58.2335564214099,0.6899999999999977,中性
2010-04-20,72.92,553,72.92,72.7475,72.48875000000001,72.4025,71.75591666666668,66.77662668665667,8.530763822569662,75.30739050922634,58.24586286408701,0.6899999999999977,中性
2010-04-21,72.92,553,72.92,72.78200000000001,72.506,72.414,71.77533333333334,66.78582335329341,8.52767984911069,75.31350320240409,58.25814350418272,0.6899999999999977,中性
2010-04-22,72.92,553,72.92,72.8165,72.52325,72.42550000000001,71.79475000000001,66.79499252615844,8.52459410635411,75.31958663251255,58.27039841980433,0.6899999999999977,中性
2010-04-23,72.92,553,72.92,72.851,72.54050000000001,72.437,71.81416666666668,66.80413432835822,8.521506639552499,75.32564096791072,58.28262768880572,0.6899999999999977,中性
2010-04-26,72.92,553,72.92,72.88550000000001,72.55775,72.4485,71.83358333333334,66.81324888226528,8.518417493477793,75.33166637574308,58.29483138878749,0.6899999999999977,中性
2010-04-27,72.92,553,72.92,72.92,72.575,72.46,71.85300000000001,66.8223363095238,8.51532671242652,75.33766302195032,58.307009597097284,0.6899999999999977,中性
2010-04-28,72.92,553,72.92,72.92,72.59225,72.4715,71.87241666666667,66.83139673105498,8.51223434022498,75.34363107127996,58.31916239083,0.5520000000000067,中性
2010-04-29,72.92,553,72.92,72.92,72.6095,72.48299999999999,71.89183333333334,66.84043026706232,8.509140420234363,75.34957068729668,58.33128984682796,0.4140000000000015,中性
2010-04-30,72.92,553,72.92,72.92,72.62675,72.4945,71.91125000000001,66.84943703703703,8.506044995355795,75.35548203239283,58.34339204168124,0.27599999999999625,中性
2010-05-03,72.92,553,72.92,72.92,72.644,72.506,71.93066666666668,66.85841715976332,8.502948108035328,75.36136526779865,58.355469051727994,0.13800000000000523,中性
2010-05-04,72.92,553,72.92,72.92,72.66125000000001,72.5175,71.95008333333335,66.86737075332348,8.499849800268883,75.36722055359238,58.3675209530546,0.0,中性
2010-05-05,72.92,553,72.92,72.92,72.6785,72.529,71.9695,66.87629793510324,8.496750113607103,75.37304804871034,58.37954782149613,0.0,中性
2010-05-06,72.92,553,72.92,72.92,72.69575,72.54050000000001,71.98891666666667,66.88519882179676,8.49364908916018,75.37884791095695,58.391549732636584,0.0,中性
2010-05-07,72.92,553,72.92,72.92,72.713,72.552,72.00833333333334,66.89407352941177,8.490546767602604,75.38462029701438,58.40352676180917,0.0,中性
2010-05-10,72.92,553,72.92,72.92,72.73025,72.5635,72.02775,66.90292217327459,8.487443189177867,75.39036536245246,58.41547898409672,0.0,中性
2010-05-11,72.92,553,72.92,72.92,72.7475,72.57500000000002,72.04716666666667,66.91174486803519,8.484338393703093,75.39608326173828,58.427406474332095,0.0,中性
2010-05-12,72.92,553,72.92,72.92,72.76475,72.58650000000002,72.06658333333333,66.92054172767205,8.48123242057364,75.40177414824569,58.439309307098405,0.0,中性
2010-05-13,72.92,553,72.92,72.92,72.782,72.598,72.086,66.92931286549708,8.478125308767618,75.4074381742647,58.451187556729465,0.0,中性
2010-05-14,72.92,553,72.92,72.92,72.79925,72.6095,72.10541666666667,66.93805839416058,8.475017096850376,75.41307549101096,58.4630412973102,0.0,中性
2010-05-17,72.92,553,72.92,72.92,72.81649999999999,72.62100000000001,72.12483333333333,66.94677842565598,8.471907822978926,75.4186862486349,58.47487060267705,0.0,中性
2010-05-18,72.92,553,72.92,72.92,72.83375,72.6325,72.14425,66.9554730713246,8.468797524906307,75.42427059623091,58.4866755464183,0.0,中性
2010-05-19,72.92,553,72.92,72.92,72.851,72.644,72.16366666666666,66.96414244186047,8.465686239985917,75.42982868184639,58.49845620187456,0.0,中性
2010-05-20,72.92,553,72.92,72.92,72.86825,72.6555,72.18308333333334,66.97278664731495,8.46257400517577,75.43536065249071,58.51021264213918,0.0,中性
2010-05-21,72.92,553,72.92,72.92,72.88550000000001,72.667,72.20250000000001,66.98140579710144,8.459460857042725,75.44086665414417,58.52194494005872,0.0,中性
2010-05-24,72.92,553,72.92,72.92,72.90275,72.6785,72.22191666666667,66.99000000000001,8.456346831766648,75.44634683176666,58.53365316823336,0.0,中性
2010-05-25,72.92,553,72.92,72.92,72.92,72.69000000000001,72.24133333333334,66.99856936416185,8.45323196514454,75.45180132930639,58.54533739901731,0.0,中性
2010-05-26,72.92,553,72.92,72.92,72.92,72.7015,72.26075,67.007113997114,8.450116292594592,75.45723028970859,58.55699770451941,0.0,中性
2010-05-27,72.92,553,72.92,72.92,72.92,72.71300000000001,72.28016666666667,67.01563400576369,8.446999849160228,75.46263385492392,58.56863415660346,0.0,中性
2010-05-28,72.92,553,72.92,72.92,72.92,72.7245,72.29958333333335,67.02412949640288,8.44388266951407,75.46801216591695,58.58024682688881,0.0,中性
2010-05-31,72.92,553,72.92,72.92,72.92,72.73600000000002,72.319,67.03260057471265,8.440764787961864,75.47336536267451,58.59183578675078,0.0,中性
2010-06-01,72.92,553,72.92,72.92,72.92,72.74749999999999,72.33841666666667,67.04104734576758,8.43764623844638,75.47869358421396,58.603401107321204,0.0,中性
2010-06-02,72.92,553,72.92,72.92,72.92,72.759,72.35783333333333,67.04946991404012,8.43452705455123,75.48399696859134,58.614942859488885,0.0,中性
2010-06-03,72.92,553,72.92,72.92,72.92,72.7705,72.37725,67.05786838340487,8.431407269504673,75.48927565290954,58.62646111390019,0.0,中性
2010-06-04,72.92,553,72.92,72.92,72.92,72.782,72.39666666666668,67.06624285714287,8.428286916183364,75.49452977332624,58.6379559409595,0.0,中性
2010-06-07,72.92,553,72.92,72.92,72.92,72.7935,72.41608333333333,67.0745934379458,8.425166027116056,75.49975946506186,58.64942741082974,0.0,中性
2010-06-08,72.92,553,72.92,72.92,72.92,72.805,72.43550000000002,67.08292022792023,8.422044634487268,75.50496486240749,58.66087559343296,0.0,中性
2010-06-09,72.92,553,72.92,72.92,72.92,72.81649999999999,72.45491666666666,67.09122332859175,8.418922770140895,75.51014609873265,58.67230055845086,0.0,中性
2010-06-10,72.92,553,72.92,72.92,72.92,72.828,72.47433333333333,67.0995028409091,8.415800465583798,75.5153033064929,58.683702375325296,0.0,中性
2010-06-11,72.92,553,72.92,72.92,72.92,72.8395,72.49375,67.10775886524823,8.412677751989332,75.52043661723756,58.695081113258894,0.0,中性
2010-06-14,72.92,553,72.92,72.92,72.92,72.85100000000001,72.51316666666666,67.11599150141643,8.409554660200847,75.52554616161729,58.706436841215584,0.0,中性
2010-06-15,72.92,553,72.92,72.92,72.92,72.8625,72.53258333333333,67.12420084865629,8.406431220735142,75.53063206939143,58.71776962792114,0.0,中性
2010-06-16,72.92,553,72.92,72.92,72.92,72.87400000000001,72.55199999999999,67.13238700564972,8.403307463785875,75.5356944694356,58.72907954186384,0.0,中性
2010-06-17,72.92,553,72.92,72.92,72.92,72.88550000000001,72.55775,67.14055007052187,8.400183419226956,75.54073348974882,58.74036665129491,0.0,中性
2010-06-18,72.92,553,72.92,72.92,72.92,72.89699999999999,72.5635,67.14869014084508,8.39705911661586,75.54574925746094,58.75163102422921,0.0,中性
2010-06-21,72.92,553,72.92,72.92,72.92,72.9085,72.56925,67.15680731364276,8.393934585196952,75.5507418988397,58.76287272844581,0.0,中性
2010-06-22,72.92,553,72.92,72.92,72.92,72.92,72.575,67.16490168539326,8.39080985390473,75.55571153929799,58.77409183148853,0.0,中性
2010-06-23,72.92,553,72.92,72.92,72.92,72.92,72.58075000000001,67.17297335203367,8.387684951367058,75.56065830340073,58.78528840066661,0.0,中性
2010-06-24,72.92,553,72.92,72.92,72.92,72.92,72.58650000000002,67.18102240896359,8.384559905908347,75.56558231487193,58.79646250305524,0.0,中性
2010-06-25,72.92,553,72.92,72.92,72.92,72.92,72.59224999999999,67.18904895104895,8.381434745552719,75.57048369660167,58.80761420549623,0.0,中性
2010-06-28,72.92,553,72.92,72.92,72.92,72.92,72.598,67.1970530726257,8.378309498027104,75.57536257065281,58.8187435745986,0.0,中性
2010-06-29,72.92,553,72.92,72.92,72.92,72.92,72.60375,67.20503486750349,8.375184190764337,75.58021905826783,58.82985067673915,0.0,中性
2010-06-30,65.61,582,71.458,72.55449999999999,72.73725,72.79816666666667,72.54858333333335,67.20281337047354,8.369553402184017,75.57236677265755,58.83325996828952,-1.4620000000000033,中性
2010-07-01,65.61,582,69.99600000000001,72.189,72.5545,72.67633333333335,72.49341666666666,67.20059805285119,8.363933934905319,75.56453198775651,58.83666411794587,-2.9239999999999924,中性
2010-07-02,65.61,582,68.53399999999999,71.8235,72.37174999999999,72.5545,72.43825,67.1983888888889,8.358325751115906,75.5567146400048,58.840063137772994,-4.38600000000001,中性
2010-07-05,65.61,582,67.072,71.458,72.189,72.43266666666666,72.38308333333335,67.19618585298197,8.352728813179631,75.54891466616161,58.84345703980234,-5.847999999999999,中性
2010-07-06,65.61,582,65.61,71.0925,72.00625,72.31083333333335,72.32791666666667,67.19398891966759,8.347143083635483,75.54113200330308,58.8468458360321,-7.310000000000002,中性
2010-07-07,65.61,582,65.61,70.727,71.8235,72.18900000000001,72.27275,67.19179806362379,8.341568525196545,75.53336658882034,58.85022953842725,-7.310000000000002,中性
2010-07-08,65.61,582,65.61,70.3615,71.64075,72.06716666666667,72.21758333333334,67.1896132596685,8.33600510074896,75.52561836041747,58.85360815891954,-7.310000000000002,中性
2010-07-09,65.61,582,65.61,69.99600000000001,71.458,71.94533333333334,72.16241666666666,67.18743448275862,8.330452773350899,75.51788725610952,58.85698170940772,-7.310000000000002,中性
2010-07-12,65.61,582,65.61,69.63050000000001,71.27525,71.8235,72.10725000000001,67.18526170798899,8.324911506231539,75.51017321422053,58.86035020175745,-7.310000000000002,中性
2010-07-13,65.61,582,65.61,69.265,71.0925,71.70166666666665,72.05208333333333,67.18309491059148,8.319381262790051,75.50247617338152,58.863713647801426,-7.310000000000002,中性
2010-07-14,65.61,582,65.61,68.8995,70.90975,71.57983333333333,71.99691666666666,67.18093406593407,8.31386200659459,75.49479607252866,58.86707205933948,-7.310000000000002,中性
2010-07-15,65.61,582,65.61,68.534,70.727,71.458,71.94175,67.1787791495199,8.308353701381302,75.4871328509012,58.8704254481386,-7.310000000000002,中性
2010-07-16,65.61,582,65.61,68.1685,70.54425,71.33616666666667,71.88658333333335,67.1766301369863,8.302856311053324,75.47948644803962,58.87377382593298,-7.310000000000002,中性
2010-07-19,65.61,582,65.61,67.80300000000001,70.3615,71.21433333333334,71.83141666666666,67.17448700410397,8.297369799679807,75.47185680378377,58.87711720442416,-7.310000000000002,中性
2010-07-20,65.61,582,65.61,67.4375,70.17875000000001,71.0925,71.77624999999999,67.17234972677596,8.291894131494926,75.46424385827089,58.880455595281035,-7.310000000000002,中性
2010-07-21,65.61,582,65.61,67.072,69.99600000000001,70.97066666666667,71.72108333333334,67.17021828103684,8.286429270896924,75.45664755193377,58.883789010139914,-7.310000000000002,中性
2010-07-22,65.61,582,65.61,66.70649999999999,69.81325,70.84883333333333,71.66591666666666,67.16809264305178,8.280975182447136,75.44906782549891,58.88711746060464,-7.310000000000002,中性
2010-07-23,65.61,582,65.61,66.341,69.6305,70.727,71.61075,67.16597278911564,8.275531830869037,75.44150461998468,58.89044095824661,-7.310000000000002,中性
2010-07-26,65.61,582,65.61,65.9755,69.44775,70.60516666666668,71.55558333333333,67.16385869565217,8.270099181047291,75.43395787669945,58.893759514604874,-7.310000000000002,中性
2010-07-27,65.61,582,65.61,65.61,69.26500000000001,70.48333333333333,71.50041666666668,67.16175033921303,8.264677198026806,75.42642753723983,58.897073141186226,-7.310000000000002,中性
2010-07-28,65.61,582,65.61,65.61,69.08225,70.36149999999999,71.44525,67.15964769647697,8.259265847011799,75.41891354348877,58.90038184946517,-5.847999999999999,中性
2010-07-29,65.61,582,65.61,65.61,68.8995,70.23966666666666,71.39008333333335,67.15755074424898,8.253865093364867,75.41141583761384,58.903685650884114,-4.38600000000001,中性
2010-07-30,65.61,582,65.61,65.61,68.71675,70.11783333333332,71.33491666666667,67.15545945945946,8.248474902606056,75.40393436206551,58.90698455685341,-2.9239999999999924,中性
2010-08-02,65.61,582,65.61,65.61,68.534,69.99600000000001,71.27974999999999,67.15337381916329,8.243095240411956,75.39646905957525,58.91027857875134,-1.4620000000000033,中性
2010-08-03,65.61,582,65.61,65.61,68.35125,69.87416666666667,71.22458333333334,67.15129380053908,8.237726072614779,75.38901987315386,58.9135677279243,0.0,中性
2010-08-04,65.61,582,65.61,65.61,68.16850000000001,69.75233333333333,71.16941666666668,67.1492193808883,8.232367365201462,75.38158674608977,58.916852015686835,0.0,中性
2010-08-05,65.61,582,65.61,65.61,67.98575000000001,69.63050000000001,71.11425,67.14715053763442,8.227019084312769,75.37416962194719,58.920131453321645,0.0,中性
2010-08-06,65.61,582,65.61,65.61,67.803,69.50866666666667,71.05908333333333,67.14508724832216,8.221681196242391,75.36676844456454,58.92340605207976,0.0,中性
2010-08-09,65.61,582,65.61,65.61,67.62025,69.38683333333333,71.00391666666668,67.14302949061663,8.21635366743608,75.35938315805271,58.926675823180545,0.0,中性
2010-08-10,65.61,582,65.61,65.61,67.4375,69.26500000000001,70.94875,67.14097724230254,8.211036464490743,75.35201370679329,58.929940777811794,0.0,中性
2010-08-11,65.61,582,65.61,65.61,67.25475,69.14316666666667,70.89358333333332,67.13893048128342,8.205729554153596,75.34466003543702,58.93320092712983,0.0,中性
2010-08-12,65.61,582,65.61,65.61,67.07199999999999,69.02133333333333,70.83841666666667,67.13688918558077,8.20043290332128,75.33732208890206,58.93645628225949,0.0,中性
2010-08-13,65.61,582,65.61,65.61,66.88925,68.8995,70.78325,67.13485333333334,8.195146479039012,75.32999981237235,58.93970685429433,0.0,中性
2010-08-16,65.61,582,65.61,65.61,66.7065,68.77766666666666,70.72808333333334,67.13282290279628,8.18987024849972,75.322693151296,58.94295265429656,0.0,中性
2010-08-17,65.61,582,65.61,65.61,66.52374999999999,68.65583333333332,70.67291666666667,67.13079787234042,8.184604179043198,75.31540205138361,58.946193693297225,0.0,中性
2010-08-18,65.61,582,65.61,65.61,66.341,68.534,70.61774999999999,67.12877822045152,8.179348238155276,75.3081264586068,58.949429982296245,0.0,中性
2010-08-19,65.61,582,65.61,65.61,66.15825,68.41216666666668,70.56258333333334,67.12676392572945,8.17410239346696,75.30086631919642,58.95266153226249,0.0,中性
2010-08-20,65.61,582,65.61,65.61,65.9755,68.29033333333334,70.50741666666667,67.12475496688742,8.16886661275362,75.29362157964104,58.955888354133805,0.0,中性
2010-08-23,65.61,582,65.61,65.61,65.79275,68.16850000000001,70.45224999999999,67.12275132275133,8.16364086393416,75.28639218668549,58.959110458817165,0.0,中性
2010-08-24,65.61,582,65.61,65.61,65.61,68.04666666666667,70.39708333333333,67.12075297225893,8.158425115070198,75.27917808732913,58.962327857188725,0.0,中性
2010-08-25,65.61,582,65.61,65.61,65.61,67.92483333333332,70.34191666666668,67.1187598944591,8.153219334365248,75.27197922882435,58.96554056009386,0.0,中性
2010-08-26,65.61,582,65.61,65.61,65.61,67.803,70.28675,67.1167720685112,8.148023490163924,75.26479555867512,58.968748578347274,0.0,中性
2010-08-27,65.61,582,65.61,65.61,65.61,67.68116666666667,70.23158333333332,67.11478947368421,8.142837550951121,75.25762702463533,58.97195192273309,0.0,中性
2010-08-30,65.61,582,65.61,65.61,65.61,67.55933333333333,70.17641666666667,67.11281208935611,8.137661485351234,75.25047357470734,58.97515060400488,0.0,中性
2010-08-31,65.61,582,65.61,65.61,65.61,67.4375,70.12125,67.11083989501313,8.132495262127362,75.24333515714049,58.978344632885765,0.0,中性
2010-09-01,65.61,582,65.61,65.61,65.61,67.31566666666667,70.06608333333334,67.10887287024902,8.127338850180513,75.23621172042952,58.9815340200685,0.0,中性
2010-09-02,65.61,582,65.61,65.61,65.61,67.19383333333333,70.01091666666666,67.1069109947644,8.12219221854884,75.22910321331324,58.984718776215566,0.0,中性
2010-09-03,65.61,582,65.61,65.61,65.61,67.07199999999999,69.95575000000001,67.10495424836601,8.11705533640685,75.22200958477286,58.987898911959164,0.0,中性
2010-09-06,65.61,582,65.61,65.61,65.61,66.95016666666666,69.90058333333333,67.10300261096606,8.111928173064646,75.2149307840307,58.99107443790141,0.0,中性
2010-09-07,65.61,582,65.61,65.61,65.61,66.82833333333333,69.84541666666668,67.10105606258149,8.106810697967157,75.20786676054865,58.994245364614336,0.0,中性
2010-09-08,65.61,582,65.61,65.61,65.61,66.70649999999999,69.79025,67.09911458333333,8.101702880693384,75.20081746402671,58.99741170263995,0.0,中性
2010-09-09,65.61,582,65.61,65.61,65.61,66.58466666666666,69.73508333333332,67.09717815344604,8.096604690955639,75.19378284440168,59.0005734624904,0.0,中性
2010-09-10,65.61,582,65.61,65.61,65.61,66.46283333333334,69.67991666666667,67.09524675324676,8.0915160985988,75.18676285184556,59.00373065464795,0.0,中性
2010-09-13,65.61,582,65.61,65.61,65.61,66.341,69.62475,67.09332036316472,8.086437073599567,75.17975743676429,59.00688328956515,0.0,中性
2010-09-14,65.61,582,65.61,65.61,65.61,66.21916666666667,69.56958333333334,67.09139896373057,8.081367586065726,75.1727665497963,59.010031377664845,0.0,中性
2010-09-15,65.61,582,65.61,65.61,65.61,66.09733333333334,69.50866666666667,67.08948253557568,8.076307606235414,75.1657901418111,59.013174929340266,0.0,中性
2010-09-16,65.61,582,65.61,65.61,65.61,65.9755,69.44775000000001,67.08757105943153,8.071257104476386,75.15882816390791,59.01631395495514,0.0,中性
2010-09-17,65.61,582,65.61,65.61,65.61,65.85366666666667,69.38683333333333,67.08566451612903,8.066216051285299,75.15188056741432,59.019448464843734,0.0,中性
2010-09-20,65.61,582,65.61,65.61,65.61,65.73183333333333,69.32591666666667,67.08376288659794,8.061184417286988,75.14494730388492,59.02257846931095,0.0,中性
2010-09-21,65.61,582,65.61,65.61,65.61,65.61,69.26500000000001,67.08186615186615,8.056162173233758,75.13802832509991,59.02570397863239,0.0,中性
2010-09-22,65.61,582,65.61,65.61,65.61,65.61,69.20408333333333,67.07997429305912,8.051149290004666,75.13112358306378,59.02882500305446,0.0,中性
2010-09-23,65.61,582,65.61,65.61,65.61,65.61,69.14316666666667,67.07808729139923,8.046145738604823,75.12423303000405,59.03194155279441,0.0,中性
2010-09-24,65.61,582,65.61,65.61,65.61,65.61,69.08225,67.07620512820513,8.041151490164701,75.11735661836983,59.03505363804043,0.0,中性
2010-09-27,65.61,582,65.61,65.61,65.61,65.61,69.02133333333333,67.07432778489117,8.03616651593942,75.1104943008306,59.03816126895175,0.0,中性
2010-09-28,65.61,582,65.61,65.61,65.61,65.61,68.96041666666666,67.07245524296675,8.031190787308082,75.10364603027483,59.04126445565867,0.0,中性
2010-09-29,65.61,582,65.61,65.61,65.61,65.61,68.8995,67.07058748403577,8.026224275773062,75.09681175980883,59.04436320826271,0.0,中性
2010-09-30,72.35,620,66.958,65.947,65.7785,65.72233333333332,68.89475,67.07732142857144,8.023313139572181,75.10063456814362,59.054008288999256,1.347999999999999,中性
2010-10-01,72.35,620,68.306,66.28399999999999,65.947,65.83466666666666,68.89,67.08403821656051,8.020402737710102,75.10444095427061,59.063635478850415,2.695999999999998,中性
2010-10-04,72.35,620,69.654,66.62100000000001,66.1155,65.947,68.88525,67.09073791348601,8.017493085644437,75.10823099913044,59.07324482784157,4.043999999999997,中性
2010-10-05,72.35,620,71.002,66.958,66.28399999999999,66.05933333333333,68.8805,67.0974205844981,8.014584198671223,75.11200478316931,59.08283638582687,5.391999999999996,中性
2010-10-06,72.35,620,72.35,67.29499999999999,66.4525,66.17166666666667,68.87575,67.10408629441625,8.01167609192646,75.11576238634271,59.09241020248979,6.739999999999995,中性
2010-10-07,72.35,620,72.35,67.632,66.62100000000001,66.284,68.87100000000001,67.11073510773132,8.008768780387658,75.11950388811897,59.10196632734366,6.739999999999995,中性
2010-10-08,72.35,620,72.35,67.969,66.7895,66.39633333333333,68.86625,67.1173670886076,8.005862278875352,75.12322936748295,59.11150480973224,6.739999999999995,中性
2010-10-11,72.35,620,72.35,68.306,66.958,66.50866666666667,68.8615,67.12398230088496,8.002956602054601,75.12693890293956,59.12102569883036,6.739999999999995,中性
2010-10-12,72.35,620,72.35,68.643,67.1265,66.621,68.85674999999999,67.13058080808081,8.000051764436497,75.1306325725173,59.13052904364431,6.739999999999995,中性
2010-10-13,72.35,620,72.35,68.97999999999999,67.295,66.73333333333333,68.852,67.13716267339218,7.997147780379619,75.1343104537718,59.14001489301256,6.739999999999995,中性
2010-10-14,72.35,620,72.35,69.317,67.4635,66.84566666666666,68.84725,67.14372795969774,7.9942446640915,75.13797262378924,59.149483295606245,6.739999999999995,中性
2010-10-15,72.35,620,72.35,69.654,67.63199999999999,66.958,68.8425,67.15027672955975,7.9913424296300715,75.14161915918982,59.158934299929676,6.739999999999995,中性
2010-10-18,72.35,620,72.35,69.991,67.8005,67.07033333333334,68.83775,67.15680904522613,7.9884410909050905,75.14525013613121,59.168367954321035,6.739999999999995,中性
2010-10-19,72.35,620,72.35,70.328,67.969,67.18266666666666,68.833,67.16332496863237,7.985540661679554,75.14886563031192,59.177784306952816,6.739999999999995,中性
2010-10-20,72.35,620,72.35,70.66499999999999,68.1375,67.295,68.82825,67.16982456140352,7.982641155571099,75.15246571697462,59.187183405832414,6.739999999999995,中性
2010-10-21,72.35,620,72.35,71.00199999999998,68.30600000000001,67.40733333333333,68.8235,67.17630788485607,7.979742586053389,75.15605047090946,59.19656529880268,6.739999999999995,中性
2010-10-22,72.35,620,72.35,71.339,68.4745,67.51966666666667,68.81875,67.182775,7.976844966457481,75.15961996645748,59.20593003354253,6.739999999999995,中性
2010-10-25,72.35,620,72.35,71.67599999999999,68.643,67.632,68.81400000000001,67.18922596754058,7.973948309973189,75.16317427751378,59.21527765756739,6.739999999999995,中性
2010-10-26,72.35,620,72.35,72.013,68.8115,67.74433333333333,68.80924999999999,67.19566084788029,7.971052629650421,75.1667134775307,59.22460821822987,6.739999999999995,中性
2010-10-27,72.35,620,72.35,72.35,68.97999999999999,67.85666666666667,68.80449999999999,67.20207970112081,7.968157938400513,75.17023763952132,59.2339217627203,6.739999999999995,中性
2010-10-28,72.35,620,72.35,72.35,69.1485,67.969,68.79975,67.20848258706468,7.965264248997541,75.17374683606222,59.24321833806714,5.391999999999996,中性
2010-10-29,72.35,620,72.35,72.35,69.317,68.08133333333333,68.795,67.2148695652174,7.962371574079629,75.17724113929702,59.25249799113777,4.043999999999997,中性
2010-11-01,72.35,620,72.35,72.35,69.48549999999999,68.19366666666666,68.79025,67.22124069478909,7.959479926150233,75.18072062093933,59.26176076863886,2.695999999999998,中性
2010-11-02,72.35,620,72.35,72.35,69.654,68.306,68.7855,67.2275960346964,7.95658931757942,75.18418535227582,59.27100671711698,1.347999999999999,中性
2010-11-03,72.35,620,72.35,72.35,69.82249999999999,68.41833333333332,68.78075,67.23393564356437,7.9536997606051285,75.1876354041695,59.28023588295924,0.0,中性
2010-11-04,72.35,620,72.35,72.35,69.991,68.53066666666668,68.77600000000001,67.24025957972806,7.950811267334425,75.19107084706249,59.28944831239364,0.0,中性
2010-11-05,72.35,620,72.35,72.35,70.15950000000001,68.643,68.77125,67.24656790123457,7.947923849744733,75.1944917509793,59.29864405148984,0.0,中性
2010-11-08,72.35,620,72.35,72.35,70.328,68.75533333333333,68.7665,67.25286066584464,7.945037519685067,75.19789818552971,59.30782314615957,0.0,中性
2010-11-09,72.35,620,72.35,72.35,70.4965,68.86766666666666,68.76174999999999,67.25913793103449,7.942152288877239,75.20129021991173,59.31698564215725,0.0,中性
2010-11-10,72.35,620,72.35,72.35,70.66499999999999,68.97999999999999,68.757,67.26539975399754,7.939268168917062,75.20466792291461,59.32613158508048,0.0,中性
2010-11-11,72.35,620,72.35,72.35,70.8335,69.09233333333333,68.75225,67.2716461916462,7.936385171275537,75.20803136292173,59.33526102037066,0.0,中性
2010-11-12,72.35,620,72.35,72.35,71.002,69.20466666666667,68.74749999999999,67.2778773006135,7.933503307300032,75.21138060791353,59.34437399331347,0.0,中性
2010-11-15,72.35,620,72.35,72.35,71.17049999999999,69.317,68.74274999999999,67.2840931372549,7.930622588215443,75.21471572547034,59.35347054903946,0.0,中性
2010-11-16,72.35,620,72.35,72.35,71.339,69.42933333333332,68.738,67.29029375764993,7.927743025125352,75.21803678277529,59.36255073252458,0.0,中性
2010-11-17,72.35,620,72.35,72.35,71.5075,69.54166666666667,68.73325,67.29647921760392,7.92486462901316,75.22134384661707,59.37161458859076,0.0,中性
2010-11-18,72.35,620,72.35,72.35,71.67599999999999,69.654,68.7285,67.30264957264957,7.921987410743228,75.2246369833928,59.38066216190634,0.0,中性
2010-11-19,72.35,620,72.35,72.35,71.8445,69.76633333333332,68.72375000000001,67.30880487804878,7.919111381061986,75.22791625911076,59.38969349698679,0.0,中性
2010-11-22,72.35,620,72.35,72.35,72.013,69.87866666666667,68.71900000000001,67.31494518879416,7.916236550599047,75.23118173939321,59.39870863819511,0.0,中性
2010-11-23,72.35,620,72.35,72.35,72.1815,69.99099999999999,68.71424999999999,67.3210705596107,7.913362929868296,75.234433489479,59.407707629742404,0.0,中性
2010-11-24,72.35,620,72.35,72.35,72.35,70.10333333333332,68.70949999999999,67.32718104495748,7.910490529268985,75.23767157422647,59.4166905156885,0.0,中性
2010-11-25,72.35,620,72.35,72.35,72.35,70.21566666666666,68.70475,67.33327669902913,7.9076193590868,75.24089605811592,59.425657339942326,0.0,中性
2010-11-26,72.35,620,72.35,72.35,72.35,70.32799999999999,68.7,67.33935757575757,7.9047494294949265,75.2441070052525,59.43460814626265,0.0,中性
2010-11-29,72.35,620,72.35,72.35,72.35,70.44033333333333,68.69525,67.34542372881356,7.901880750555104,75.24730447936867,59.443542978258456,0.0,中性
2010-11-30,72.35,620,72.35,72.35,72.35,70.55266666666667,68.69049999999999,67.35147521160822,7.899013332218668,75.25048854382689,59.45246187938955,0.0,中性
2010-12-01,72.35,620,72.35,72.35,72.35,70.66499999999999,68.68575,67.35751207729469,7.896147184327583,75.25365926162227,59.461364892967104,0.0,中性
