报告日,利率,涨跌
2010-03-01,1.6508,-1.34
2010-03-02,1.718,6.72
2010-03-03,1.7388,2.08
2010-03-04,1.6783,-6.05
2010-03-05,1.6879,0.96
2010-03-08,1.6392,-4.87
2010-03-09,1.6642,2.5
2010-03-10,1.7058,4.16
2010-03-11,1.6846,-2.12
2010-03-12,1.6608,-2.38
2010-03-15,1.65,-1.08
2010-03-16,1.6313,-1.87
2010-03-17,1.6417,1.04
2010-03-18,1.6425,0.08
2010-03-19,1.625,-1.75
2010-03-22,1.5933,-3.17
2010-03-23,1.5832,-1.01
2010-03-24,1.5667,-1.65
2010-03-25,1.5596,-0.71
2010-03-26,1.5586,-0.1
2010-03-29,1.5499,-0.87
2010-03-30,1.6297,7.98
2010-03-31,1.6,-2.97
2010-04-01,1.5733,-2.67
2010-04-02,1.5758,0.25
2010-04-06,1.5917,1.59
2010-04-07,1.6633,7.16
2010-04-08,1.68,1.67
2010-04-09,1.6742,-0.58
2010-04-12,1.6458,-2.84
2010-04-13,1.6696,2.38
2010-04-14,1.6454,-2.42
2010-04-15,1.6725,2.71
2010-04-16,1.6638,-0.87
2010-04-19,1.6099,-5.39
2010-04-20,1.6369,2.7
2010-04-21,1.6633,2.64
2010-04-22,1.6396,-2.37
2010-04-23,1.6715,3.19
2010-04-26,1.6471,-2.44
2010-04-27,1.6383,-0.88
2010-04-28,1.6196,-1.87
2010-04-29,1.6025,-1.71
2010-04-30,1.6079,0.54
2010-05-04,1.6017,-0.62
2010-05-05,1.6483,4.66
2010-05-06,1.6821,3.38
2010-05-07,1.7033,2.12
2010-05-10,1.7,-0.33
2010-05-11,1.7042,0.42
2010-05-12,1.7175,1.33
2010-05-13,1.7279,1.04
2010-05-14,1.747,1.91
2010-05-17,1.7346,-1.24
2010-05-18,1.7392,0.46
2010-05-19,1.7683,2.91
2010-05-20,1.7933,2.5
2010-05-21,1.8058,1.25
2010-05-24,1.865,5.92
2010-05-25,1.9267,6.17
2010-05-26,2.1721,24.54
2010-05-27,2.4167,24.46
2010-05-28,2.39,-2.67
2010-05-31,2.5033,11.33
2010-06-01,3.2008,69.75
2010-06-02,3.2796,7.88
2010-06-03,3.1946,-8.5
2010-06-04,2.2078,-98.68
2010-06-07,1.9136,-29.42
2010-06-08,2.1963,28.27
2010-06-09,2.2129,1.66
2010-06-10,2.4725,25.96
2010-06-11,2.7317,25.92
2010-06-12,2.7733,4.16
2010-06-13,2.6858,-8.75
2010-06-17,2.6175,-6.83
2010-06-18,2.6883,7.08
2010-06-21,2.6467,-4.16
2010-06-22,2.8257,17.9
2010-06-23,2.7083,-11.74
2010-06-24,2.8708,16.25
2010-06-25,3.1458,27.5
2010-06-28,2.8192,-32.66
2010-06-29,2.8702,5.1
2010-06-30,2.6192,-25.1
2010-07-01,2.6542,3.5
2010-07-02,2.6079,-4.63
2010-07-05,2.5838,-2.41
2010-07-06,2.6767,9.29
2010-07-07,2.4485,-22.82
2010-07-08,2.4233,-2.52
2010-07-09,2.2918,-13.15
2010-07-12,2.0667,-22.51
2010-07-13,1.9892,-7.75
2010-07-14,1.7966,-19.26
2010-07-15,1.8621,6.55
2010-07-16,1.86,-0.21
2010-07-19,1.85,-1.0
2010-07-20,1.8192,-3.08
2010-07-21,1.8458,2.66
2010-07-22,1.7167,-12.91
2010-07-23,1.7808,6.41
2010-07-26,1.73,-5.08
2010-07-27,1.7346,0.46
2010-07-28,1.685,-4.96
2010-07-29,1.6883,0.33
2010-07-30,1.6825,-0.58
2010-08-02,1.6425,-4.0
2010-08-03,1.6792,3.67
2010-08-04,1.6306,-4.86
2010-08-05,1.6875,5.69
2010-08-06,1.7004,1.29
2010-08-09,1.6917,-0.87
2010-08-10,1.7317,4.0
2010-08-11,1.7068,-2.49
2010-08-12,1.7263,1.95
2010-08-13,1.7348,0.85
2010-08-16,1.77,3.52
2010-08-17,1.7875,1.75
2010-08-18,1.7725,-1.5
2010-08-19,1.7418,-3.07
2010-08-20,1.7448,0.3
2010-08-23,1.7288,-1.6
2010-08-24,1.75,2.12
2010-08-25,1.7661,1.61
2010-08-26,1.8321,6.6
2010-08-27,2.2142,38.21
2010-08-30,2.285,7.08
2010-08-31,2.9489,66.39
2010-09-01,2.9856,3.67
2010-09-02,2.4836,-50.2
2010-09-03,2.3375,-14.61
2010-09-06,2.2456,-9.19
2010-09-07,2.2558,1.02
2010-09-08,2.2333,-2.25
2010-09-09,2.2865,5.32
2010-09-10,2.2782,-0.83
2010-09-13,2.4008,12.26
2010-09-14,2.3863,-1.45
2010-09-15,2.2364,-14.99
2010-09-16,2.5275,29.11
2010-09-17,2.035,-49.25
2010-09-19,1.9948,-4.02
2010-09-20,2.2433,24.85
2010-09-21,2.3133,7.0
2010-09-25,2.2509,-6.24
2010-09-26,2.8967,64.58
2010-09-27,2.4424,-45.43
2010-09-28,2.5502,10.78
2010-09-29,2.69,13.98
2010-09-30,2.8408,15.08
2010-10-08,2.6925,-14.83
2010-10-09,1.9129,-77.96
2010-10-11,1.9563,4.34
2010-10-12,1.9025,-5.38
2010-10-13,1.9125,1.0
2010-10-14,1.9383,2.58
2010-10-15,1.9342,-0.41
2010-10-18,1.9421,0.79
2010-10-19,1.9113,-3.08
2010-10-20,1.9617,5.04
2010-10-21,1.9342,-2.75
2010-10-22,1.9358,0.16
2010-10-25,1.9475,1.17
2010-10-26,1.95,0.25
2010-10-27,2.0333,8.33
2010-10-28,2.0256,-0.77
2010-10-29,2.0211,-0.45
2010-11-01,1.9963,-2.48
2010-11-02,1.8204,-17.59
2010-11-03,1.8183,-0.21
2010-11-04,1.821,0.27
2010-11-05,1.6038,-21.72
2010-11-08,1.634,3.02
2010-11-09,1.6396,0.56
2010-11-10,1.6344,-0.52
2010-11-11,1.6733,3.89
2010-11-12,1.6908,1.75
2010-11-15,1.7832,9.24
2010-11-16,1.7445,-3.87
2010-11-17,1.915,17.05
2010-11-18,1.9946,7.96
2010-11-19,2.07,7.54
2010-11-22,2.1492,7.92
2010-11-23,2.2193,7.01
2010-11-24,2.3263,10.7
2010-11-25,2.4792,15.29
2010-11-26,2.7117,23.25
2010-11-29,2.6717,-4.0
2010-11-30,3.3263,65.46
2010-12-01,3.3458,1.95
2010-12-02,3.3471,0.13
2010-12-03,3.3325,-1.46
2010-12-06,3.0871,-24.54
2010-12-07,2.2078,-87.93
2010-12-08,2.5029,29.51
2010-12-09,2.4889,-1.4
2010-12-10,2.4933,0.44
2010-12-13,2.5527,5.94
2010-12-14,3.2958,74.31
2010-12-15,3.6158,32.0
2010-12-16,3.3358,-28.0
2010-12-17,3.7008,36.5
2010-12-20,3.5025,-19.83
2010-12-21,4.08,57.75
2010-12-22,4.1583,7.83
2010-12-23,5.6617,150.34
2010-12-24,4.9308,-73.09
2010-12-27,5.2983,36.75
2010-12-28,5.7621,46.38
2010-12-29,6.0563,29.42
2010-12-30,6.2853,22.9
2010-12-31,6.3867,10.14
2011-01-04,4.3108,-207.59
2011-01-05,3.2192,-109.16
2011-01-06,3.1567,-6.25
2011-01-07,2.7996,-35.71
2011-01-10,2.3725,-42.71
2011-01-11,2.4375,6.5
2011-01-12,2.4853,4.78
2011-01-13,2.3075,-17.78
2011-01-14,2.5458,23.83
2011-01-17,2.5713,2.55
2011-01-18,2.7675,19.62
2011-01-19,4.0588,129.13
2011-01-20,6.0767,201.79
2011-01-21,7.3208,124.41
2011-01-24,5.4242,-189.66
2011-01-25,7.7033,227.91
2011-01-26,7.8725,16.92
2011-01-27,8.4058,53.33
2011-01-28,8.1883,-21.75
2011-01-30,8.5117,32.34
2011-01-31,8.2192,-29.25
2011-02-01,3.3692,-485.0
2011-02-09,4.0903,72.11
2011-02-10,3.9717,-11.86
2011-02-11,3.971,-0.07
2011-02-12,2.6412,-132.98
2011-02-14,2.7067,6.55
2011-02-15,2.6245,-8.22
2011-02-16,2.5882,-3.63
2011-02-17,2.925,33.68
2011-02-18,2.7949,-13.01
2011-02-21,6.0942,329.93
2011-02-22,6.2533,15.91
2011-02-23,6.2033,-5.0
2011-02-24,3.4463,-275.7
2011-02-25,3.1492,-29.71
2011-02-28,2.9967,-15.25
2011-03-01,2.9958,-0.09
2011-03-02,2.9942,-0.16
2011-03-03,2.4392,-55.5
2011-03-04,2.2092,-23.0
2011-03-07,2.163,-4.62
2011-03-08,2.2033,4.03
2011-03-09,2.1513,-5.2
2011-03-10,2.2575,10.62
2011-03-11,2.0508,-20.67
2011-03-14,2.0467,-0.41
2011-03-15,1.9917,-5.5
2011-03-16,1.9933,0.16
2011-03-17,1.9983,0.5
2011-03-18,1.9967,-0.16
2011-03-21,2.96,96.33
2011-03-22,2.8283,-13.17
2011-03-23,2.7133,-11.5
2011-03-24,2.7,-1.33
2011-03-25,2.2342,-46.58
2011-03-28,2.3058,7.16
2011-03-29,2.0842,-22.16
2011-03-30,2.6071,52.29
2011-03-31,2.8183,21.12
2011-04-01,2.7821,-3.62
2011-04-02,2.2783,-50.38
2011-04-06,2.3883,11.0
2011-04-07,2.0625,-32.58
2011-04-08,2.4692,40.67
2011-04-11,1.9938,-47.54
2011-04-12,1.9517,-4.21
2011-04-13,1.9658,1.41
2011-04-14,2.3782,41.24
2011-04-15,2.3513,-2.69
2011-04-18,2.695,34.37
2011-04-19,2.9598,26.48
2011-04-20,2.9992,3.94
2011-04-21,3.9275,92.83
2011-04-22,3.5496,-37.79
2011-04-25,4.0542,50.46
2011-04-26,4.4275,37.33
2011-04-27,3.7533,-67.42
2011-04-28,3.0392,-71.41
2011-04-29,2.94,-9.92
2011-05-03,2.9492,0.92
2011-05-04,2.9983,4.91
2011-05-05,2.965,-3.33
2011-05-06,2.7817,-18.33
2011-05-09,2.7458,-3.59
2011-05-10,2.7783,3.25
2011-05-11,2.7883,1.0
2011-05-12,2.7729,-1.54
2011-05-13,3.5542,78.13
2011-05-16,4.5983,104.41
2011-05-17,4.6375,3.92
2011-05-18,3.269,-136.85
2011-05-19,3.5283,25.93
2011-05-20,3.9892,46.09
2011-05-23,4.7108,72.16
2011-05-24,4.73,1.92
2011-05-25,5.305,57.5
2011-05-26,5.0883,-21.67
2011-05-27,4.3958,-69.25
2011-05-30,3.2008,-119.5
2011-05-31,3.8467,64.59
2011-06-01,3.9167,7.0
2011-06-02,3.5033,-41.34
2011-06-03,3.5075,0.42
2011-06-07,3.2292,-27.83
2011-06-08,3.71,48.08
2011-06-09,4.1017,39.17
2011-06-10,4.6142,51.25
2011-06-13,4.5317,-8.25
2011-06-14,4.1592,-37.25
2011-06-15,6.1825,202.33
2011-06-16,6.6,41.75
2011-06-17,6.6842,8.42
2011-06-20,7.4958,81.16
2011-06-21,8.3267,83.09
2011-06-22,8.835,50.83
2011-06-23,9.0708,23.58
2011-06-24,8.67,-40.08
2011-06-27,7.2617,-140.83
2011-06-28,6.4925,-76.92
2011-06-29,6.3283,-16.42
2011-06-30,6.5986,27.03
2011-07-01,5.9483,-65.03
2011-07-04,4.7617,-118.66
2011-07-05,6.7992,203.75
2011-07-06,7.4367,63.75
2011-07-07,5.6133,-182.34
2011-07-08,6.2542,64.09
2011-07-11,5.3283,-92.59
2011-07-12,4.8683,-46.0
2011-07-13,3.6975,-117.08
2011-07-14,4.8042,110.67
2011-07-15,4.0925,-71.17
2011-07-18,4.5217,42.92
2011-07-19,4.5817,6.0
2011-07-20,5.3533,77.16
2011-07-21,5.7742,42.09
2011-07-22,5.42,-35.42
2011-07-25,5.2592,-16.08
2011-07-26,4.9908,-26.84
2011-07-27,4.9583,-3.25
2011-07-28,5.0467,8.84
2011-07-29,5.1142,6.75
2011-08-01,5.0121,-10.21
2011-08-02,4.8732,-13.89
2011-08-03,4.0992,-77.4
2011-08-04,3.2666,-83.26
2011-08-05,3.01,-25.66
2011-08-08,3.0,-1.0
2011-08-09,3.0933,9.33
2011-08-10,3.1058,1.25
2011-08-11,3.0967,-0.91
2011-08-12,3.0825,-1.42
2011-08-15,3.2375,15.5
2011-08-16,3.2129,-2.46
2011-08-17,3.2167,0.38
2011-08-18,3.7658,54.91
2011-08-19,4.3033,53.75
2011-08-22,4.9667,66.34
2011-08-23,5.19,22.33
2011-08-24,4.4383,-75.17
2011-08-25,4.4825,4.42
2011-08-26,4.0558,-42.67
2011-08-29,4.3961,34.03
2011-08-30,4.975,57.89
2011-08-31,4.955,-2.0
2011-09-01,4.7658,-18.92
2011-09-02,4.2021,-56.37
2011-09-05,4.8775,67.54
2011-09-06,4.4883,-38.92
2011-09-07,4.3625,-12.58
2011-09-08,4.01,-35.25
2011-09-09,3.6233,-38.67
2011-09-13,3.2817,-34.16
2011-09-14,3.2883,0.66
2011-09-15,3.3433,5.5
2011-09-16,3.3202,-2.31
2011-09-19,3.55,22.98
2011-09-20,3.9933,44.33
2011-09-21,4.079,8.57
2011-09-22,3.9025,-17.65
2011-09-23,4.1633,26.08
2011-09-26,3.81,-35.33
2011-09-27,4.6667,85.67
2011-09-28,4.81,14.33
2011-09-29,5.0675,25.75
2011-09-30,5.0025,-6.5
2011-10-08,4.9667,-3.58
2011-10-09,4.795,-17.17
2011-10-10,4.4283,-36.67
2011-10-11,4.1975,-23.08
2011-10-12,3.3158,-88.17
2011-10-13,3.1517,-16.41
2011-10-14,3.1475,-0.42
2011-10-17,3.34,19.25
2011-10-18,3.4933,15.33
2011-10-19,3.3517,-14.16
2011-10-20,3.4575,10.58
2011-10-21,3.4342,-2.33
2011-10-24,3.4033,-3.09
2011-10-25,3.99,58.67
2011-10-26,4.0917,10.17
2011-10-27,4.5417,45.0
2011-10-28,4.9792,43.75
2011-10-31,4.9433,-3.59
2011-11-01,4.3542,-58.91
2011-11-02,3.6958,-65.84
2011-11-03,3.3975,-29.83
2011-11-04,3.4983,10.08
2011-11-07,3.5683,7.0
2011-11-08,3.5583,-1.0
2011-11-09,3.5183,-4.0
2011-11-10,3.4767,-4.16
2011-11-11,3.5,2.33
2011-11-14,3.3067,-19.33
2011-11-15,3.2975,-0.92
2011-11-16,3.345,4.75
2011-11-17,3.5525,20.75
2011-11-18,3.6994,14.69
2011-11-21,4.2092,50.98
2011-11-22,4.4117,20.25
2011-11-23,4.3325,-7.92
2011-11-24,4.105,-22.75
2011-11-25,4.0358,-6.92
2011-11-28,3.9833,-5.25
2011-11-29,3.6375,-34.58
2011-11-30,3.9642,32.67
2011-12-01,3.9717,0.75
2011-12-02,3.6446,-32.71
2011-12-05,3.2933,-35.13
2011-12-06,3.3942,10.09
2011-12-07,3.4308,3.66
2011-12-08,3.4692,3.84
2011-12-09,3.5308,6.16
2011-12-12,3.5392,0.84
2011-12-13,3.4975,-4.17
2011-12-14,3.21,-28.75
2011-12-15,3.4492,23.92
2011-12-16,3.0583,-39.09
2011-12-19,3.0075,-5.08
2011-12-20,3.2208,21.33
2011-12-21,3.5983,37.75
2011-12-22,3.7733,17.5
2011-12-23,3.7392,-3.41
2011-12-26,4.0958,35.66
2011-12-27,4.3842,28.84
2011-12-28,4.7292,34.5
2011-12-29,5.4192,69.0
2011-12-30,5.5808,16.16
2011-12-31,6.33,74.92
2012-01-04,4.0208,-230.92
2012-01-05,4.5042,48.34
2012-01-06,4.3008,-20.34
2012-01-09,4.5083,20.75
2012-01-10,4.1017,-40.66
2012-01-11,3.9958,-10.59
2012-01-12,4.1658,17.0
2012-01-13,4.8383,67.25
2012-01-16,5.585,74.67
2012-01-17,7.4117,182.67
2012-01-18,7.9,48.83
2012-01-19,6.0117,-188.83
2012-01-20,4.9917,-102.0
2012-01-21,3.9308,-106.09
2012-01-29,4.2308,30.0
2012-01-30,4.3463,11.55
2012-01-31,4.3142,-3.21
2012-02-01,4.3567,4.25
2012-02-02,4.3267,-3.0
2012-02-03,3.3125,-101.42
2012-02-06,3.4425,13.0
2012-02-07,3.5,5.75
2012-02-08,3.7108,21.08
2012-02-09,3.6708,-4.0
2012-02-10,3.6408,-3.0
2012-02-13,3.6515,1.07
2012-02-14,3.77,11.85
2012-02-15,3.885,11.5
2012-02-16,4.3283,44.33
2012-02-17,5.1792,85.09
2012-02-20,5.3472,16.8
2012-02-21,5.1233,-22.39
2012-02-22,5.0317,-9.16
2012-02-23,5.485,45.33
2012-02-24,4.4817,-100.33
2012-02-27,3.645,-83.67
2012-02-28,3.6533,0.83
2012-02-29,3.4717,-18.16
2012-03-01,3.2642,-20.75
2012-03-02,3.2683,0.41
2012-03-05,3.1392,-12.91
2012-03-06,3.1298,-0.94
2012-03-07,3.09,-3.98
2012-03-08,2.9325,-15.75
2012-03-09,2.9683,3.58
2012-03-12,2.7958,-17.25
2012-03-13,2.9958,20.0
2012-03-14,3.0,0.42
2012-03-15,2.8808,-11.92
2012-03-16,2.8975,1.67
2012-03-19,2.8883,-0.92
2012-03-20,2.9983,11.0
2012-03-21,3.0758,7.75
2012-03-22,3.1683,9.25
2012-03-23,2.9758,-19.25
2012-03-26,3.2983,32.25
2012-03-27,3.2442,-5.41
2012-03-28,3.525,28.08
2012-03-29,3.4954,-2.96
2012-03-30,3.7067,21.13
2012-03-31,3.4415,-26.52
2012-04-01,3.44,-0.15
2012-04-05,3.9658,52.58
2012-04-06,4.2258,26.0
2012-04-09,3.7442,-48.16
2012-04-10,3.7008,-4.34
2012-04-11,3.7808,8.0
2012-04-12,3.7992,1.84
2012-04-13,3.7942,-0.5
2012-04-16,3.8,0.58
2012-04-17,3.7517,-4.83
2012-04-18,3.7488,-0.29
2012-04-19,3.8025,5.37
2012-04-20,3.9525,15.0
2012-04-23,3.7642,-18.83
2012-04-24,3.7967,3.25
2012-04-25,3.9133,11.66
2012-04-26,3.9708,5.75
2012-04-27,3.8725,-9.83
2012-04-28,3.7796,-9.29
2012-05-02,3.8,2.04
2012-05-03,3.8529,5.29
2012-05-04,3.8292,-2.37
2012-05-07,3.7729,-5.63
2012-05-08,3.6917,-8.12
2012-05-09,3.3108,-38.09
2012-05-10,3.2258,-8.5
2012-05-11,3.1867,-3.91
2012-05-14,3.1433,-4.34
2012-05-15,2.8292,-31.41
2012-05-16,2.7867,-4.25
2012-05-17,2.68,-10.67
2012-05-18,2.6858,0.58
2012-05-21,2.6742,-1.16
2012-05-22,2.6925,1.83
2012-05-23,2.4196,-27.29
2012-05-24,2.2277,-19.19
2012-05-25,2.5025,27.48
2012-05-28,2.4958,-0.67
2012-05-29,2.5733,7.75
2012-05-30,2.3217,-25.16
2012-05-31,2.1375,-18.42
2012-06-01,2.3442,20.67
2012-06-04,2.5183,17.41
2012-06-05,2.5967,7.84
2012-06-06,2.5667,-3.0
2012-06-07,2.675,10.83
2012-06-08,2.4567,-21.83
2012-06-11,2.4154,-4.13
2012-06-12,2.5325,11.71
2012-06-13,2.6883,15.58
2012-06-14,2.695,0.67
2012-06-15,2.7196,2.46
2012-06-18,2.5567,-16.29
2012-06-19,2.9242,36.75
2012-06-20,3.4163,49.21
2012-06-21,4.3083,89.2
2012-06-25,4.2175,-9.08
2012-06-26,4.28,6.25
2012-06-27,4.1708,-10.92
2012-06-28,3.925,-24.58
2012-06-29,4.1083,18.33
2012-07-02,4.1567,4.84
2012-07-03,4.165,0.83
2012-07-04,3.8558,-30.92
2012-07-05,3.99,13.42
2012-07-06,3.4308,-55.92
2012-07-09,3.3442,-8.66
2012-07-10,3.3142,-3.0
2012-07-11,3.2663,-4.79
2012-07-12,3.1908,-7.55
2012-07-13,3.3317,14.09
2012-07-16,3.2746,-5.71
2012-07-17,3.2771,0.25
2012-07-18,3.45,17.29
2012-07-19,3.5225,7.25
2012-07-20,3.5642,4.17
2012-07-23,3.5533,-1.09
2012-07-24,3.3717,-18.16
2012-07-25,3.3375,-3.42
2012-07-26,3.3767,3.92
2012-07-27,3.1092,-26.75
2012-07-30,3.1233,1.41
2012-07-31,3.3508,22.75
2012-08-01,3.4175,6.67
2012-08-02,3.4992,8.17
2012-08-03,3.3917,-10.75
2012-08-06,3.4,0.83
2012-08-07,3.2575,-14.25
2012-08-08,3.2533,-0.42
2012-08-09,3.3117,5.84
2012-08-10,3.3,-1.17
2012-08-13,3.3383,3.83
2012-08-14,3.3417,0.34
2012-08-15,3.4,5.83
2012-08-16,3.525,12.5
2012-08-17,3.9025,37.75
2012-08-20,3.585,-31.75
2012-08-21,3.7458,16.08
2012-08-22,3.8,5.42
2012-08-23,3.8,0.0
2012-08-24,3.62,-18.0
2012-08-27,3.4508,-16.92
2012-08-28,3.0817,-36.91
2012-08-29,3.5279,44.62
2012-08-30,3.5842,5.63
2012-08-31,3.5108,-7.34
2012-09-03,3.3917,-11.91
2012-09-04,2.5025,-88.92
2012-09-05,3.4275,92.5
2012-09-06,3.4017,-2.58
2012-09-07,3.3908,-1.09
2012-09-10,3.0025,-38.83
2012-09-11,2.9973,-0.52
2012-09-12,3.4346,43.73
2012-09-13,3.435,0.04
2012-09-14,3.3633,-7.17
2012-09-17,3.2433,-12.0
2012-09-18,3.1408,-10.25
2012-09-19,3.3017,16.09
2012-09-20,3.9075,60.58
2012-09-21,4.4258,51.83
2012-09-24,4.4975,7.17
2012-09-25,4.7408,24.33
2012-09-26,3.7417,-99.91
2012-09-27,3.7692,2.75
2012-09-28,2.8275,-94.17
2012-09-29,3.1867,35.92
2012-10-08,3.8125,62.58
2012-10-09,3.7508,-6.17
2012-10-10,3.16,-59.08
2012-10-11,3.1608,0.08
2012-10-12,3.1725,1.17
2012-10-15,2.7742,-39.83
2012-10-16,2.7933,1.91
2012-10-17,2.8508,5.75
2012-10-18,2.68,-17.08
2012-10-19,2.6868,0.68
2012-10-22,2.7075,2.07
2012-10-23,2.905,19.75
2012-10-24,3.1467,24.17
2012-10-25,3.6175,47.08
2012-10-26,3.5867,-3.08
2012-10-29,4.1958,60.91
2012-10-30,3.2361,-95.97
2012-10-31,3.2183,-1.78
2012-11-01,3.4223,20.4
2012-11-02,3.4267,0.44
2012-11-05,3.3308,-9.59
2012-11-06,3.1952,-13.56
2012-11-07,3.1229,-7.23
2012-11-08,3.2792,15.63
2012-11-09,3.1133,-16.59
2012-11-12,3.0825,-3.08
2012-11-13,3.1505,6.8
2012-11-14,3.3483,19.78
2012-11-15,3.3167,-3.16
2012-11-16,2.9075,-40.92
2012-11-19,3.2042,29.67
2012-11-20,3.3425,13.83
2012-11-21,3.1975,-14.5
2012-11-22,3.2183,2.08
2012-11-23,2.8467,-37.16
2012-11-26,2.8458,-0.09
2012-11-27,2.8708,2.5
2012-11-28,3.3617,49.09
2012-11-29,3.3408,-2.09
2012-11-30,3.3867,4.59
2012-12-03,3.3572,-2.95
2012-12-04,2.883,-47.42
2012-12-05,2.8,-8.3
2012-12-06,2.883,8.3
2012-12-07,3.054,17.1
2012-12-10,3.024,-3.0
2012-12-11,3.008,-1.6
2012-12-12,3.016,0.8
2012-12-13,2.66,-35.6
2012-12-14,3.0,34.0
2012-12-17,3.0185,1.85
2012-12-18,2.999,-1.95
2012-12-19,3.043,4.4
2012-12-20,3.45,40.7
2012-12-21,3.396,-5.4
2012-12-24,3.179,-21.7
2012-12-25,3.812,63.3
2012-12-26,3.894,8.2
2012-12-27,3.991,9.7
2012-12-28,4.067,7.6
2012-12-31,4.58,51.3
2013-01-04,4.048,-53.2
2013-01-05,3.801,-24.7
2013-01-06,3.6,-20.1
2013-01-07,3.2,-40.0
2013-01-08,3.15,-5.0
2013-01-09,3.0245,-12.55
2013-01-10,2.999,-2.55
2013-01-11,2.746,-25.3
2013-01-14,2.794,4.8
2013-01-15,2.871,7.7
2013-01-16,2.788,-8.3
2013-01-17,2.805,1.7
2013-01-18,2.89,8.5
2013-01-21,2.991,10.1
2013-01-22,2.994,0.3
2013-01-23,2.9848,-0.92
2013-01-24,2.824,-16.08
2013-01-25,2.698,-12.6
2013-01-28,2.992,29.4
2013-01-29,3.0995,10.75
2013-01-30,3.236,13.65
2013-01-31,3.233,-0.3
2013-02-01,3.34,10.7
2013-02-04,3.4,6.0
2013-02-05,3.338,-6.2
2013-02-06,3.696,35.8
2013-02-07,4.1,40.4
2013-02-08,3.513,-58.7
2013-02-16,2.831,-68.2
2013-02-17,2.986,15.5
2013-02-18,2.9286,-5.74
2013-02-19,2.949,2.04
2013-02-20,2.949,0.0
2013-02-21,2.998,4.9
2013-02-22,3.091,9.3
2013-02-25,3.31,21.9
2013-02-26,3.811,50.1
2013-02-27,4.225,41.4
2013-02-28,4.267,4.2
2013-03-01,4.476,20.9
2013-03-04,4.313,-16.3
2013-03-05,3.189,-112.4
2013-03-06,2.998,-19.1
2013-03-07,2.519,-47.9
2013-03-08,2.496,-2.3
2013-03-11,2.998,50.2
2013-03-12,3.07,7.2
2013-03-13,3.035,-3.5
2013-03-14,3.084,4.9
2013-03-15,3.3905,30.65
2013-03-18,3.086,-30.45
2013-03-19,2.973,-11.3
2013-03-20,3.278,30.5
2013-03-21,3.04,-23.8
2013-03-22,2.979,-6.1
2013-03-25,2.923,-5.6
2013-03-26,3.025,10.2
2013-03-27,2.849,-17.6
2013-03-28,3.177,32.8
2013-03-29,3.394,21.7
2013-04-01,3.404,1.0
2013-04-02,3.407,0.3
2013-04-03,3.297,-11.0
2013-04-07,3.323,2.6
2013-04-08,3.279,-4.4
2013-04-09,3.288,0.9
2013-04-10,3.217,-7.1
2013-04-11,3.035,-18.2
2013-04-12,2.97,-6.5
2013-04-15,2.981,1.1
2013-04-16,3.044,6.3
2013-04-17,3.013,-3.1
2013-04-18,2.895,-11.8
2013-04-19,3.085,19.0
2013-04-22,3.123,3.8
2013-04-23,3.57,44.7
2013-04-24,4.754,118.4
2013-04-25,5.021,26.7
2013-04-26,3.527,-149.4
2013-04-27,3.52,-0.7
2013-04-28,3.03,-49.0
2013-05-02,2.919,-11.1
2013-05-03,3.237,31.8
2013-05-06,3.221,-1.6
2013-05-07,3.176,-4.5
2013-05-08,2.984,-19.2
2013-05-09,3.106,12.2
2013-05-10,2.971,-13.5
2013-05-13,2.901,-7.0
2013-05-14,2.774,-12.7
2013-05-15,2.767,-0.7
2013-05-16,3.192,42.5
2013-05-17,3.5858,39.38
2013-05-20,4.23,64.42
2013-05-21,4.375,14.5
2013-05-22,3.952,-42.3
2013-05-23,4.192,24.0
2013-05-24,4.151,-4.1
2013-05-27,4.08,-7.1
2013-05-28,3.503,-57.7
2013-05-29,3.67,16.7
2013-05-30,4.144,47.4
2013-05-31,4.781,63.7
2013-06-03,4.628,-15.3
2013-06-04,4.716,8.8
2013-06-05,4.739,2.3
2013-06-06,5.137,39.8
2013-06-07,6.657,152.0
2013-06-08,7.603,94.6
2013-06-09,6.612,-99.1
2013-06-13,6.08,-53.2
2013-06-14,6.811,73.1
2013-06-17,6.848,3.7
2013-06-18,6.703,-14.5
2013-06-19,8.075,137.2
2013-06-20,11.004,292.9
2013-06-21,8.543,-246.1
2013-06-24,7.311,-123.2
2013-06-25,7.644,33.3
2013-06-26,7.201,-44.3
2013-06-27,6.684,-51.7
2013-06-28,6.163,-52.1
2013-07-01,5.423,-74.0
2013-07-02,4.75,-67.3
2013-07-03,4.242,-50.8
2013-07-04,3.938,-30.4
2013-07-05,3.816,-12.2
2013-07-08,3.656,-16.0
2013-07-09,3.596,-6.0
2013-07-10,3.59,-0.6
2013-07-11,3.81,22.0
2013-07-12,3.8,-1.0
2013-07-15,3.809,0.9
2013-07-16,3.706,-10.3
2013-07-17,3.596,-11.0
2013-07-18,3.634,3.8
2013-07-19,3.745,11.1
2013-07-22,3.925,18.0
2013-07-23,3.959,3.4
2013-07-24,4.011,5.2
2013-07-25,4.132,12.1
2013-07-26,4.351,21.9
2013-07-29,5.057,70.6
2013-07-30,4.972,-8.5
2013-07-31,4.971,-0.1
2013-08-01,4.545,-42.6
2013-08-02,4.314,-23.1
2013-08-05,4.356,4.2
2013-08-06,4.066,-29.0
2013-08-07,3.873,-19.3
2013-08-08,3.7585,-11.45
2013-08-09,3.64,-11.85
